seq_id	L_seq	cov_best	cov_merged	n_domains	rescued_by_stitching	bin
UniRef90_UPI001BE8A9BD	404	0.4480	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI003CF48A04	404	0.4586	0.8025	2	True	PASS_CANONICAL
UniRef90_UPI003673CF40	404	0.4735	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI00343183D4	404	0.4586	0.7898	2	True	PASS_CANONICAL
UniRef90_UPI0035DE5595	404	0.4437	0.7919	2	True	PASS_CANONICAL
UniRef90_UPI001D164EDF	404	0.4395	0.7601	2	True	PASS_CANONICAL
UniRef90_A0A345T613	388	0.4416	0.7601	2	True	PASS_CANONICAL
UniRef90_UPI00382D303C	404	0.4480	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI0037AC2C25	404	0.4501	0.7856	2	True	PASS_CANONICAL
UniRef90_UPI00288A78FE	404	0.4650	0.8153	2	True	PASS_CANONICAL
UniRef90_UPI001047814A	404	0.4416	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI00184CA8B7	404	0.4671	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI0004CA3F11	404	0.4480	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI00343A20DD	404	0.4395	0.8089	2	True	PASS_CANONICAL
UniRef90_A0A428Z0X8	396	0.4310	0.7686	2	True	PASS_CANONICAL
UniRef90_A0A2H1KLM7	394	0.4607	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI0039A3C490	404	0.4671	0.8301	2	True	PASS_CANONICAL
UniRef90_UPI0036BD5F52	404	0.4437	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI0039BF9765	404	0.4628	0.8089	2	True	PASS_CANONICAL
UniRef90_UPI001E2DA842	404	0.3631	0.3631	1	False	FRAG
UniRef90_A0A226F2B7	403	0.4628	0.8174	2	True	PASS_CANONICAL
UniRef90_A0A1D6F1X5	403	0.6008	0.6008	1	False	FRAG
UniRef90_A0AAE1SC27	403	0.2357	0.6985	4	False	FRAG
UniRef90_A0A0M8QNC3	403	0.4968	0.8132	2	True	PASS_CANONICAL
UniRef90_A0A2U2J535	403	0.4671	0.8280	2	True	PASS_CANONICAL
UniRef90_A0ABS0DDB3	403	0.4947	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A1I1FH00	403	0.4374	0.7707	2	True	PASS_CANONICAL
UniRef90_A0A066YQP4	403	0.4650	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A7K0BZ52	403	0.5074	0.8238	2	True	PASS_CANONICAL
UniRef90_A0ABT1HWY6	403	0.4480	0.8004	2	True	PASS_CANONICAL
UniRef90_A0A1B1MGI5	403	0.4374	0.8153	2	True	PASS_CANONICAL
UniRef90_A0A7H0IPN3	403	0.4395	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI003249A46E	403	0.4586	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI0002EC47D6	403	0.4565	0.8047	2	True	PASS_CANONICAL
UniRef90_UPI003655684D	403	0.4374	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI002AB1FA3F	403	0.0998	0.0998	1	False	FRAG
UniRef90_UPI0002FBF0E2	403	0.4607	0.7856	2	True	PASS_CANONICAL
UniRef90_UPI0022DDD68A	403	0.4437	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0009EA1629	393	0.4416	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI001C2CCB2B	403	0.4586	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI003FD2DA21	403	0.4522	0.7983	2	True	PASS_CANONICAL
UniRef90_UPI0011C44706	403	0.8535	0.8535	1	False	PASS_CANONICAL
UniRef90_A0ABN1FRI5	395	0.4628	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI0033DBCC96	403	0.4671	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI0035268BF0	403	0.4671	0.8238	2	True	PASS_CANONICAL
UniRef90_UPI0033A6AE40	403	0.5180	0.8599	2	True	PASS_CANONICAL
UniRef90_UPI00381C5968	403	0.4607	0.7962	2	True	PASS_CANONICAL
UniRef90_U6LCE8	402	0.3291	0.3291	1	False	FRAG
UniRef90_A0A6A2XM19	402	0.3036	0.7261	3	True	PASS_CANONICAL
UniRef90_A0A5B7AVL8	402	0.6603	0.6603	1	False	FRAG
UniRef90_A0A075EZG8	402	0.4459	0.7686	2	True	PASS_CANONICAL
UniRef90_A0A3G4YJF7	402	0.4735	0.8004	2	True	PASS_CANONICAL
UniRef90_A0AB39R7P2	402	0.4544	0.8025	2	True	PASS_CANONICAL
UniRef90_A0A1I6D0F3	402	0.4352	0.8110	2	True	PASS_CANONICAL
UniRef90_A0ABV9AAP7	402	0.4628	0.7962	2	True	PASS_CANONICAL
UniRef90_A0ABS8B7H6	402	0.4586	0.7962	2	True	PASS_CANONICAL
UniRef90_A0A4V2SU70	402	0.4480	0.8068	2	True	PASS_CANONICAL
UniRef90_A0A7Z0WTC5	402	0.4416	0.7856	2	True	PASS_CANONICAL
UniRef90_A0ABX8FM20	402	0.4416	0.7813	2	True	PASS_CANONICAL
UniRef90_A0A6N6VXZ3	402	0.4480	0.8068	2	True	PASS_CANONICAL
UniRef90_A0A543J4T1	402	0.4395	0.8068	2	True	PASS_CANONICAL
UniRef90_A0ABQ2ZWG0	402	0.4480	0.7686	2	True	PASS_CANONICAL
UniRef90_A0A136PPV4	402	0.4437	0.7813	2	True	PASS_CANONICAL
UniRef90_A0A1H0UQY0	402	0.4628	0.8132	2	True	PASS_CANONICAL
UniRef90_A0A5Q0H095	402	0.4437	0.7707	2	True	PASS_CANONICAL
UniRef90_A0A7W7T2Y8	402	0.4607	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A8J3VXK5	402	0.4459	0.7686	2	True	PASS_CANONICAL
UniRef90_A0ABW6N1G7	402	0.4437	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0033EA0BC6	402	0.4947	0.8217	2	True	PASS_CANONICAL
UniRef90_A0ACC6QQ38	381	0.4522	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI00237F0A79	402	0.4628	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI00340A0BDB	402	0.4416	0.7537	2	True	PASS_CANONICAL
UniRef90_UPI0036F6015C	402	0.4416	0.7516	2	True	PASS_CANONICAL
UniRef90_UPI00380CFDB8	402	0.4437	0.7919	2	True	PASS_CANONICAL
UniRef90_A0A849AG06	396	0.5138	0.8556	2	True	PASS_CANONICAL
UniRef90_UPI00345633EB	402	0.4459	0.8153	2	True	PASS_CANONICAL
UniRef90_UPI0033F9BDC8	402	0.4437	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI002DD969A8	402	0.6157	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI0036BB06AD	402	0.4544	0.8280	2	True	PASS_CANONICAL
UniRef90_UPI0036E824F8	402	0.4480	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI00037EE96A	402	0.4437	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI0020B869E9	402	0.4416	0.7580	2	True	PASS_CANONICAL
UniRef90_UPI0033A12EBA	402	0.4352	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI003427094C	402	0.4989	0.8153	2	True	PASS_CANONICAL
UniRef90_UPI00382C8972	402	0.4480	0.8153	2	True	PASS_CANONICAL
UniRef90_A0A7G1NWS1	342	0.4437	0.6709	2	False	FRAG
UniRef90_UPI00371A6D59	402	0.4416	0.7537	2	True	PASS_CANONICAL
UniRef90_UPI003B216D4E	402	0.4501	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI00224C94AF	402	0.4501	0.7749	2	True	PASS_CANONICAL
UniRef90_UPI0036A85C8D	402	0.4480	0.7601	2	True	PASS_CANONICAL
UniRef90_UPI0033E5D6A8	402	0.4374	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI0033F729E2	402	0.4395	0.7622	2	True	PASS_CANONICAL
UniRef90_UPI0036591468	402	0.4968	0.8259	2	True	PASS_CANONICAL
UniRef90_UPI002E262700	402	0.4459	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI0036F0F52F	402	0.4565	0.7707	2	True	PASS_CANONICAL
UniRef90_UPI001E58D84D	402	0.4437	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI00331C3C7A	402	0.4459	0.7813	2	True	PASS_CANONICAL
UniRef90_A0A6G9YMK6	363	0.4374	0.7197	2	True	PASS_CANONICAL
UniRef90_UPI0039C0346D	402	0.4437	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI002E2E634B	402	0.4501	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI00366980A2	402	0.4671	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI0021C6BDEE	402	0.4480	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI003664BD93	402	0.4459	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI0009F4553D	402	0.4352	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI003623B343	402	0.4735	0.8344	2	True	PASS_CANONICAL
UniRef90_UPI0026191FB1	402	0.4374	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI0035D6E11D	402	0.4544	0.7834	2	True	PASS_CANONICAL
UniRef90_UPI0037CBC15A	402	0.4501	0.8089	2	True	PASS_CANONICAL
UniRef90_UPI0033C0A8B9	402	0.4459	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI003715EB7D	402	0.4459	0.7983	2	True	PASS_CANONICAL
UniRef90_A0A0A6UP94	382	0.4841	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI003D934047	402	0.4904	0.8280	2	True	PASS_CANONICAL
UniRef90_UPI0024688BFD	402	0.4522	0.7962	2	True	PASS_CANONICAL
UniRef90_A0ABR4KW72	401	0.4650	0.8238	2	True	PASS_CANONICAL
UniRef90_A0A1D8GAQ4	401	0.4968	0.8259	2	True	PASS_CANONICAL
UniRef90_A0A9X2VJ16	401	0.4713	0.8217	2	True	PASS_CANONICAL
UniRef90_A0A7Z1AX68	401	0.4374	0.7707	2	True	PASS_CANONICAL
UniRef90_A0A1I5V5V9	401	0.4501	0.7813	2	True	PASS_CANONICAL
UniRef90_A0A4Q1R2D2	401	0.4565	0.8089	2	True	PASS_CANONICAL
UniRef90_A0A372M8Z9	401	0.4628	0.8174	2	True	PASS_CANONICAL
UniRef90_A0ABQ4C3J3	401	0.4374	0.7919	2	True	PASS_CANONICAL
UniRef90_A0ABW0DTQ5	401	0.4522	0.7792	2	True	PASS_CANONICAL
UniRef90_A0ABX3YJ41	401	0.4501	0.7792	2	True	PASS_CANONICAL
UniRef90_A0A846YUG4	401	0.4926	0.8195	2	True	PASS_CANONICAL
UniRef90_A0ABN1SY78	393	0.4395	0.7749	2	True	PASS_CANONICAL
UniRef90_A0ABV1XXQ2	401	0.4989	0.8174	2	True	PASS_CANONICAL
UniRef90_A0A553H4A4	401	0.4989	0.8280	2	True	PASS_CANONICAL
UniRef90_UPI0028FD8E74	401	0.4416	0.7601	2	True	PASS_CANONICAL
UniRef90_UPI00095261D5	401	0.4480	0.7898	2	True	PASS_CANONICAL
UniRef90_UPI0038069607	401	0.4607	0.7983	2	True	PASS_CANONICAL
UniRef90_UPI00369ED3E1	401	0.4501	0.7834	2	True	PASS_CANONICAL
UniRef90_UPI0037FC0FEE	401	0.4692	0.8153	2	True	PASS_CANONICAL
UniRef90_A0A3D9SSU5	388	0.4459	0.7919	2	True	PASS_CANONICAL
UniRef90_UPI00343836F5	401	0.4459	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI003B67F3BD	401	0.4586	0.7877	2	True	PASS_CANONICAL
UniRef90_A0A7K0DPG6	399	0.4607	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI001BE5A775	401	0.4416	0.8047	2	True	PASS_CANONICAL
UniRef90_UPI003685223A	401	0.4416	0.7834	2	True	PASS_CANONICAL
UniRef90_A0A117NXX2	359	0.4459	0.7452	2	True	PASS_CANONICAL
UniRef90_UPI0037CD7AF9	401	0.4374	0.7749	2	True	PASS_CANONICAL
UniRef90_UPI00342E5E0A	401	0.4501	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI003F678322	401	0.4416	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI001F384A59	401	0.4374	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI00156F6725	401	0.4501	0.7707	2	True	PASS_CANONICAL
UniRef90_UPI00145CA6F2	401	0.4501	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI0033F657DE	401	0.4395	0.7728	2	True	PASS_CANONICAL
UniRef90_A0ABZ1RN85	388	0.4501	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI0037D6DE7B	401	0.4480	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI0016604569	401	0.4926	0.8471	2	True	PASS_CANONICAL
UniRef90_UPI0037A41484	401	0.4352	0.7898	2	True	PASS_CANONICAL
UniRef90_Q51517	400	0.4947	0.8386	2	True	PASS_CANONICAL
UniRef90_A0A2R6P2I7	337	0.2569	0.4798	2	False	FRAG
UniRef90_A0A7S3SWZ6	400	0.8641	0.8641	1	False	PASS_CANONICAL
UniRef90_A0AAW2BBE2	400	0.6200	0.6200	1	False	FRAG
UniRef90_A0A8T0KDL3	400	0.4352	0.7495	3	True	PASS_CANONICAL
UniRef90_A0A9Q1L8W4	400	0.7155	0.8259	2	False	PASS_CANONICAL
UniRef90_A0A6N2NE81	322	0.6582	0.6582	1	False	FRAG
UniRef90_G9BF71	338	0.7134	0.7134	1	False	PASS_CANONICAL
UniRef90_A0A919E0P0	400	0.4395	0.7580	2	True	PASS_CANONICAL
UniRef90_A0A0C2E3X7	400	0.4968	0.8323	2	True	PASS_CANONICAL
UniRef90_A0ABP6G365	400	0.4947	0.8259	2	True	PASS_CANONICAL
UniRef90_A0A918EX63	400	0.4968	0.8344	2	True	PASS_CANONICAL
UniRef90_A0A7W7VZG7	400	0.4480	0.7962	2	True	PASS_CANONICAL
UniRef90_A0A6G9H695	400	0.4820	0.8047	2	True	PASS_CANONICAL
UniRef90_A0ABT0UYW9	400	0.4395	0.7665	2	True	PASS_CANONICAL
UniRef90_A0A2P2GSQ2	400	0.4480	0.7771	2	True	PASS_CANONICAL
UniRef90_A0A6A0AQI8	400	0.4480	0.7707	2	True	PASS_CANONICAL
UniRef90_A0ABN1T1C7	400	0.4862	0.8195	2	True	PASS_CANONICAL
UniRef90_A0ABV4ZGR6	400	0.4989	0.8280	2	True	PASS_CANONICAL
UniRef90_A0ABW1FH59	400	0.4565	0.7962	2	True	PASS_CANONICAL
UniRef90_A0A221P9A0	400	0.4437	0.7665	2	True	PASS_CANONICAL
UniRef90_A0A7W9MI69	400	0.4459	0.7834	2	True	PASS_CANONICAL
UniRef90_A0ABV1XJ83	400	0.4947	0.8238	2	True	PASS_CANONICAL
UniRef90_A0ABT4U7Z2	400	0.4671	0.7898	2	True	PASS_CANONICAL
UniRef90_UPI0033C56270	400	0.4947	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI00368C173A	400	0.4416	0.7643	2	True	PASS_CANONICAL
UniRef90_UPI00249C4394	400	0.4628	0.8047	2	True	PASS_CANONICAL
UniRef90_UPI00386961AE	400	0.4416	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI0016612C31	400	0.4756	0.8089	2	True	PASS_CANONICAL
UniRef90_UPI00140A0366	400	0.4798	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI001CBAA611	400	0.4374	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI000562A44E	400	0.4968	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI00386E3778	400	0.4459	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI00394EF8A3	400	0.4713	0.8344	2	True	PASS_CANONICAL
UniRef90_UPI0037225D80	400	0.4841	0.8025	2	True	PASS_CANONICAL
UniRef90_UPI000D13F38A	400	0.4480	0.7856	2	True	PASS_CANONICAL
UniRef90_UPI000C1D6270	400	0.6348	0.6348	1	False	FRAG
UniRef90_UPI0036B922BB	400	0.4883	0.8259	2	True	PASS_CANONICAL
UniRef90_UPI002E37BE6F	400	0.4713	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI002D36B8A4	400	0.4586	0.8025	2	True	PASS_CANONICAL
UniRef90_UPI001CBAAEA2	400	0.4586	0.7898	2	True	PASS_CANONICAL
UniRef90_UPI003321550F	400	0.5032	0.8408	2	True	PASS_CANONICAL
UniRef90_UPI004042D0FF	400	0.4692	0.7856	2	True	PASS_CANONICAL
UniRef90_UPI0036F8028A	400	0.4437	0.7601	2	True	PASS_CANONICAL
UniRef90_UPI0036AFEF4C	400	0.4692	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI001044CF11	400	0.4374	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI001C58914D	400	0.4501	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI0006AF94FE	400	0.4947	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI000DBA32FF	400	0.4310	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI00340A0DB7	400	0.4395	0.7643	2	True	PASS_CANONICAL
UniRef90_UPI0033BB3632	400	0.4883	0.8259	2	True	PASS_CANONICAL
UniRef90_UPI00362936D7	400	0.4968	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI0018CBF644	400	0.4565	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI003653A4AD	400	0.4607	0.7919	2	True	PASS_CANONICAL
UniRef90_UPI00341F58B7	400	0.4565	0.7919	2	True	PASS_CANONICAL
UniRef90_UPI0037147206	400	0.4968	0.8110	2	True	PASS_CANONICAL
UniRef90_UPI0037D57BFF	400	0.4989	0.8089	2	True	PASS_CANONICAL
UniRef90_UPI003416A8CE	400	0.5011	0.8195	2	True	PASS_CANONICAL
UniRef90_UPI0020A2F512	400	0.4522	0.8068	2	True	PASS_CANONICAL
UniRef90_A0A6V7QQY7	399	0.6072	0.6072	1	False	FRAG
UniRef90_A0A4R7W5A9	399	0.4692	0.8301	2	True	PASS_CANONICAL
UniRef90_A0ABW7YQ46	399	0.4395	0.7665	2	True	PASS_CANONICAL
UniRef90_A0ABS9T244	399	0.4607	0.8047	2	True	PASS_CANONICAL
UniRef90_A0A9X2EHR6	399	0.4437	0.8153	2	True	PASS_CANONICAL
UniRef90_A0A2P8Q0J8	399	0.2463	0.2463	1	False	FRAG
UniRef90_A0ABV1T2G7	399	0.4437	0.7601	2	True	PASS_CANONICAL
UniRef90_A0A117Q2K9	399	0.4501	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI002ED814D4	399	0.4671	0.8386	2	True	PASS_CANONICAL
UniRef90_UPI00380E5A5F	399	0.4352	0.7643	2	True	PASS_CANONICAL
UniRef90_UPI0011EE3BC4	399	0.4883	0.8153	2	True	PASS_CANONICAL
UniRef90_A0A8J3FMJ8	397	0.4671	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI00332BFC03	399	0.4437	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI00381D56F4	399	0.4650	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI000C76BD86	399	0.4374	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI003014C4B0	399	0.4480	0.8047	2	True	PASS_CANONICAL
UniRef90_UPI001A9E0AD2	399	0.4395	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI0033A796EC	399	0.4395	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI001F45306B	399	0.4565	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI003F539562	399	0.4374	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0040376F3A	399	0.4735	0.8259	2	True	PASS_CANONICAL
UniRef90_UPI0004AF8B43	399	0.4904	0.8153	2	True	PASS_CANONICAL
UniRef90_UPI0033DD1C76	399	0.4374	0.7983	2	True	PASS_CANONICAL
UniRef90_UPI0036807DCB	399	0.4416	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI0028DDFFB8	399	0.4374	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI0036C1FF8A	399	0.4926	0.8535	2	True	PASS_CANONICAL
UniRef90_A0ABW8BPF5	398	0.4352	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI001F1C6390	399	0.4374	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI001A9EC914	399	0.5032	0.8238	2	True	PASS_CANONICAL
UniRef90_UPI0035263E41	399	0.4437	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI0033FFC208	399	0.4437	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI0022B6AD2D	399	0.6072	0.7580	2	True	PASS_CANONICAL
UniRef90_UPI00148A10F0	399	0.4459	0.7643	2	True	PASS_CANONICAL
UniRef90_UPI00343FE401	399	0.4607	0.7898	2	True	PASS_CANONICAL
UniRef90_A0AAD5BXM2	398	0.4352	0.6582	2	False	FRAG
UniRef90_A0ABU0RID6	398	0.4416	0.7665	2	True	PASS_CANONICAL
UniRef90_A0A7X1PND9	398	0.4947	0.8344	2	True	PASS_CANONICAL
UniRef90_A0ABY6QTW1	398	0.5074	0.6943	2	False	FRAG
UniRef90_A0A269Z6Z0	398	0.4522	0.7983	2	True	PASS_CANONICAL
UniRef90_A0ABW0B6R4	398	0.6136	0.8004	2	True	PASS_CANONICAL
UniRef90_A0ABV9TX21	398	0.4926	0.8174	2	True	PASS_CANONICAL
UniRef90_A0A1Z2L2D9	398	0.4395	0.7856	2	True	PASS_CANONICAL
UniRef90_A0A0L0JSF9	398	0.4650	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI00381D2C78	398	0.4480	0.7834	2	True	PASS_CANONICAL
UniRef90_UPI0038391198	398	0.5053	0.8238	2	True	PASS_CANONICAL
UniRef90_UPI0036C18789	398	0.5138	0.8386	2	True	PASS_CANONICAL
UniRef90_UPI002240C0B9	398	0.4565	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI003724164B	398	0.4416	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI00324D53DF	398	0.4459	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0036F85BB4	398	0.4459	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI00399A0CDC	398	0.4926	0.8195	2	True	PASS_CANONICAL
UniRef90_A0A1I4CQK8	394	0.4459	0.7834	2	True	PASS_CANONICAL
UniRef90_UPI0036748132	398	0.4522	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI0038112F06	398	0.4544	0.8132	2	True	PASS_CANONICAL
UniRef90_UPI0020A37858	398	0.4947	0.8195	2	True	PASS_CANONICAL
UniRef90_A0A0K9XM84	392	0.4926	0.8238	2	True	PASS_CANONICAL
UniRef90_UPI003F79A86E	398	0.4565	0.7919	2	True	PASS_CANONICAL
UniRef90_UPI001661F63A	398	0.4565	0.7749	2	True	PASS_CANONICAL
UniRef90_UPI00387024CB	398	0.4904	0.8514	2	True	PASS_CANONICAL
UniRef90_UPI0030D05103	398	0.4628	0.8047	2	True	PASS_CANONICAL
UniRef90_UPI00223A928F	398	0.4459	0.7983	2	True	PASS_CANONICAL
UniRef90_UPI00351499B2	398	0.4395	0.7516	2	True	PASS_CANONICAL
UniRef90_UPI00340BC2E1	398	0.5032	0.8174	2	True	PASS_CANONICAL
UniRef90_UPI00146C7BF9	398	0.4374	0.7919	2	True	PASS_CANONICAL
UniRef90_A0A2P2GCN8	392	0.4459	0.7728	2	True	PASS_CANONICAL
UniRef90_A0ABN9SDY0	397	0.4013	0.4013	1	False	FRAG
UniRef90_A0A941EUP2	397	0.4989	0.8429	2	True	PASS_CANONICAL
UniRef90_A0ABY9HW28	397	0.4522	0.7728	2	True	PASS_CANONICAL
UniRef90_A0A9X1QK23	397	0.4671	0.8217	2	True	PASS_CANONICAL
UniRef90_A0A418PY23	397	0.4926	0.8471	2	True	PASS_CANONICAL
UniRef90_A0A370IEA9	397	0.4459	0.7728	2	True	PASS_CANONICAL
UniRef90_A0A9X2EEP8	397	0.4480	0.7707	2	True	PASS_CANONICAL
UniRef90_A0A940XHD3	397	0.4437	0.8004	2	True	PASS_CANONICAL
UniRef90_A0A3G2JQC8	397	0.4395	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI003666E545	397	0.4395	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI00099B82F1	397	0.4522	0.7962	2	True	PASS_CANONICAL
UniRef90_UPI00369FDCC1	397	0.4395	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0004AC9FB1	397	0.4586	0.8238	2	True	PASS_CANONICAL
UniRef90_UPI00341F9387	397	0.4798	0.8068	2	True	PASS_CANONICAL
UniRef90_UPI0033FEB4B9	397	0.4904	0.8153	2	True	PASS_CANONICAL
UniRef90_UPI0037890EF6	397	0.4480	0.7792	2	True	PASS_CANONICAL
UniRef90_A0A6A0B6W7	383	0.4437	0.7813	2	True	PASS_CANONICAL
UniRef90_UPI0037A69525	397	0.4395	0.7771	2	True	PASS_CANONICAL
UniRef90_UPI0036B55F51	397	0.4480	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI0011CEA9B1	397	0.4480	0.7622	2	True	PASS_CANONICAL
UniRef90_UPI003F51E980	397	0.4692	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI003435EFAE	397	0.4565	0.7983	2	True	PASS_CANONICAL
UniRef90_UPI0037C91A52	397	0.4650	0.7941	2	True	PASS_CANONICAL
UniRef90_UPI003686B4C4	397	0.4437	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI0037AEE9DD	397	0.4459	0.7834	2	True	PASS_CANONICAL
UniRef90_UPI0037B9FB4D	397	0.4671	0.7919	2	True	PASS_CANONICAL
UniRef90_A0A918PT45	396	0.4416	0.7813	2	True	PASS_CANONICAL
UniRef90_A0ABW1X921	396	0.4416	0.7792	2	True	PASS_CANONICAL
UniRef90_A0A378JHZ6	395	0.4607	0.7771	2	True	PASS_CANONICAL
UniRef90_A0ABQ2YNH7	396	0.4395	0.7856	2	True	PASS_CANONICAL
UniRef90_A0A7X0CBT6	396	0.4395	0.7686	2	True	PASS_CANONICAL
UniRef90_A0A2X0IER9	396	0.4480	0.8025	2	True	PASS_CANONICAL
UniRef90_A0A7W8QGS9	396	0.4374	0.7877	2	True	PASS_CANONICAL
UniRef90_A0ABU2JUG3	396	0.4374	0.7665	2	True	PASS_CANONICAL
UniRef90_A0A6A0AQA7	396	0.5011	0.8174	2	True	PASS_CANONICAL
UniRef90_A0A7W9YF34	396	0.4437	0.7898	2	True	PASS_CANONICAL
UniRef90_A0ABT6S3H4	396	0.4395	0.8132	2	True	PASS_CANONICAL
UniRef90_A0A9X3N8H2	396	0.4480	0.7728	2	True	PASS_CANONICAL
UniRef90_UPI0037FFA9B3	396	0.4416	0.7707	2	True	PASS_CANONICAL
UniRef90_UPI0036E4FCA4	396	0.4352	0.7558	2	True	PASS_CANONICAL
UniRef90_UPI0036BC4BF3	396	0.6178	0.8004	2	True	PASS_CANONICAL
UniRef90_UPI003712B2A6	396	0.4395	0.7643	2	True	PASS_CANONICAL
UniRef90_UPI0036377DA1	396	0.4544	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI002F42AD4D	396	0.4310	0.7665	2	True	PASS_CANONICAL
UniRef90_UPI0033A76551	396	0.4395	0.7686	2	True	PASS_CANONICAL
UniRef90_UPI0016616E4D	396	0.4501	0.7877	2	True	PASS_CANONICAL
UniRef90_UPI002E76379A	396	0.4586	0.8089	2	True	PASS_CANONICAL
UniRef90_A0A0J8U4J2	379	0.4713	0.8004	2	True	PASS_CANONICAL
UniRef90_A0A2N9BJ28	395	0.4522	0.7792	2	True	PASS_CANONICAL
UniRef90_UPI0028D79B28	396	0.4310	0.7792	2	True	PASS_CANONICAL
UniRef90_A0A931DCL3	395	0.4628	0.7707	2	True	PASS_CANONICAL
