seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues	env_segments	raw_env_start	raw_env_end	pad_left	pad_right
UniRef90_A0A495W0C7	409	1	409	10	496	0.9347	1	1	N	409	18-405	18	405	17	4
UniRef90_A0ABT6SP23	409	1	409	18	496	0.9194	1	1	N	409	4-407	4	407	3	2
UniRef90_A0A3G2JF67	409	1	409	16	496	0.9232	1	1	N	409	3-401	3	401	2	8
UniRef90_A0A1M7QF34	409	1	409	9	513	0.9693	1	1	N	409	5-408	5	408	4	1
UniRef90_A0A4P2VK44	409	1	409	7	503	0.9539	1	1	N	409	10-408	10	408	9	1
UniRef90_A0A075V3F8	399	1	399	19	499	0.9232	1	1	N	399	4-399	4	399	3	0
UniRef90_UPI003430E49A	409	1	409	14	497	0.9290	1	1	N	409	2-394	2	394	1	15
UniRef90_UPI00131E52C6	409	1	409	8	504	0.9539	1	1	N	409	12-404	12	404	11	5
UniRef90_UPI00397C7A6A	409	3	409	17	504	0.9367	1	1	N	407	23-408	23	408	20	1
UniRef90_UPI00379B15A7	409	1	409	17	507	0.9424	1	1	N	409	13-409	13	409	12	0
UniRef90_A0ABV4ZSX4	408	1	408	2	504	0.9655	1	1	N	408	6-408	6	408	5	0
UniRef90_A0A941IND3	398	1	398	17	498	0.9251	1	1	N	398	1-393	1	393	0	5
UniRef90_UPI001CE60004	409	4	409	19	497	0.9194	1	1	N	406	24-408	24	408	20	1
UniRef90_UPI002ED0D1B4	409	2	409	15	503	0.9386	1	1	N	408	22-409	22	409	20	0
UniRef90_A0A023J9D5	402	1	402	17	498	0.9251	1	1	N	402	1-389	1	389	0	13
UniRef90_UPI0033BEF3CC	409	1	409	11	504	0.9482	1	1	N	409	10-409	10	409	9	0
UniRef90_UPI00363ED117	409	5	409	20	495	0.9136	1	1	N	405	25-406	25	406	20	3
UniRef90_UPI003B9237F6	409	1	409	19	504	0.9328	1	1	N	409	2-404	2	404	1	5
UniRef90_UPI0037BD08CB	409	1	409	10	500	0.9424	1	1	N	409	7-404	7	404	6	5
UniRef90_A0ABQ8B7X4	408	28	408	7	507	0.7313	2	1	N	381	48-401	48	401	20	7
UniRef90_A0A4R4ZUA6	408	1	408	10	497	0.9367	1	1	N	408	20-401	20	401	19	7
UniRef90_A0ABS3V298	408	1	408	18	496	0.9194	1	1	N	408	20-407	20	407	19	1
UniRef90_A0ABV9SNW5	408	1	408	18	497	0.9213	1	1	N	408	21-407	21	407	20	1
UniRef90_A0ABW1F8Q5	408	1	408	14	499	0.9328	1	1	N	408	16-408	16	408	15	0
UniRef90_A0ABP6YRY9	408	3	408	17	497	0.9232	1	1	N	406	23-407	23	407	20	1
UniRef90_A0A917LDR0	408	1	408	9	495	0.9347	1	1	N	408	14-404	14	404	13	4
UniRef90_A0A369KU76	408	1	408	8	501	0.9482	1	1	N	408	9-407	9	407	8	1
UniRef90_A0A2M8LVG6	408	1	408	13	504	0.9443	1	1	N	408	9-408	9	408	8	0
UniRef90_A0A1B1M2F6	408	1	408	7	502	0.9520	1	1	N	408	11-407	11	407	10	1
UniRef90_A0ABQ5P355	408	1	408	18	500	0.9271	1	1	N	408	5-408	5	408	4	0
UniRef90_A0A1M7Q7I6	408	1	408	9	504	0.9520	1	1	N	408	7-408	7	408	6	0
UniRef90_A0ABT6T2L0	408	4	408	20	495	0.9136	1	1	N	405	24-405	24	405	20	3
UniRef90_A0A381PPZ0	408	1	408	49	505	0.8772	1	1	N	408	1-408	1	408	0	0
UniRef90_UPI003443F686	408	1	408	16	497	0.9251	1	1	N	408	16-408	16	408	15	0
UniRef90_UPI0035DCF98B	408	1	408	16	496	0.9232	1	1	N	408	2-407	2	407	1	1
UniRef90_UPI00341843FE	408	1	408	11	496	0.9328	1	1	N	408	19-407	19	407	18	1
UniRef90_UPI000B903944	408	9	408	7	507	0.7390	3	1	Y	400	29-403	29	403	20	5
UniRef90_UPI0034245976	408	1	408	13	498	0.9328	1	1	N	408	13-408	13	408	12	0
UniRef90_UPI0036702F81	408	1	408	15	493	0.9194	1	1	N	408	19-406	19	406	18	2
UniRef90_UPI003D8EEC5C	408	1	408	18	505	0.9367	1	1	N	408	2-398	2	398	1	10
UniRef90_UPI0036B5C4F1	408	1	408	15	496	0.9251	1	1	N	408	1-400	1	400	0	8
UniRef90_UPI00316ABF54	408	1	406	13	492	0.9213	1	1	N	406	5-386	5	386	4	20
UniRef90_UPI00054C4EBD	408	1	408	11	503	0.9463	1	1	N	408	8-399	8	399	7	9
UniRef90_UPI001EE76897	408	1	408	12	498	0.9347	1	1	N	408	19-402	19	402	18	6
UniRef90_UPI0033ACA7A4	408	1	408	17	506	0.9405	1	1	N	408	6-404	6	404	5	4
UniRef90_UPI003FA345B5	408	1	408	11	496	0.9328	1	1	N	408	19-407	19	407	18	1
UniRef90_UPI001590F00D	408	1	408	18	504	0.9347	1	1	N	408	8-406	8	406	7	2
UniRef90_UPI001CECF8D8	408	1	408	13	501	0.9386	1	1	N	408	10-405	10	405	9	3
UniRef90_UPI0038601770	408	1	408	13	498	0.9328	1	1	N	408	15-407	15	407	14	1
UniRef90_A0A7W7SCS4	407	1	407	10	496	0.9347	1	1	N	407	19-406	19	406	18	1
UniRef90_A0A101SVN5	407	1	407	16	492	0.9155	1	1	N	407	13-394	13	394	12	13
UniRef90_A0A4Y6U8S6	407	1	407	8	501	0.9482	1	1	N	407	9-406	9	406	8	1
UniRef90_A0A316EUY1	407	1	407	10	504	0.9501	1	1	N	407	10-407	10	407	9	0
UniRef90_F5XM11	407	1	407	28	503	0.9136	1	1	N	407	18-405	18	405	17	2
UniRef90_A0A5R9FKH1	407	1	407	18	496	0.9194	1	1	N	407	7-400	7	400	6	7
UniRef90_A0A543JQZ7	407	3	407	19	498	0.9213	1	1	N	405	23-407	23	407	20	0
UniRef90_A0A6F8Z0E0	407	1	407	13	501	0.9386	1	1	N	407	10-405	10	405	9	2
UniRef90_A0ABP6C9F6	407	6	407	21	497	0.9155	1	1	N	402	26-407	26	407	20	0
UniRef90_A0ABY5ZAQ1	407	1	407	11	504	0.9482	1	1	N	407	16-407	16	407	15	0
UniRef90_Q51789	400	1	400	20	495	0.9136	1	1	N	400	5-390	5	390	4	10
UniRef90_A0A2M8M1W1	407	1	407	15	503	0.9386	1	1	N	407	21-407	21	407	20	0
UniRef90_A0A4D4JCL7	407	1	407	12	494	0.9271	1	1	N	407	19-405	19	405	18	2
UniRef90_A0A8J3Q866	407	1	407	10	504	0.9501	1	1	N	407	13-405	13	405	12	2
UniRef90_A0A7W9NID9	407	1	407	17	508	0.9443	1	1	N	407	12-406	12	406	11	1
UniRef90_A0A7W9KCZ4	407	1	407	13	499	0.9347	1	1	N	407	17-406	17	406	16	1
UniRef90_A0A7W9KS83	407	1	407	15	497	0.9271	1	1	N	407	15-405	15	405	14	2
UniRef90_UPI00068F91FE	407	1	407	13	507	0.9501	1	1	N	407	8-402	8	402	7	5
UniRef90_UPI0037F59D97	407	2	407	19	496	0.9175	1	1	N	406	22-404	22	404	20	3
UniRef90_UPI0033FE8244	407	1	407	20	498	0.9194	1	1	N	407	11-401	11	401	10	6
UniRef90_UPI00381F53D1	407	1	407	17	496	0.9213	1	1	N	407	17-406	17	406	16	1
UniRef90_UPI0033EF9DAB	407	1	407	17	503	0.9347	1	1	N	407	15-406	15	406	14	1
UniRef90_UPI002F92322B	407	1	407	9	500	0.9443	1	1	N	407	12-407	12	407	11	0
UniRef90_UPI002E15E7DF	407	1	407	16	498	0.9271	1	1	N	407	12-406	12	406	11	1
UniRef90_UPI00191E9E68	407	1	407	20	506	0.9347	1	1	N	407	7-407	7	407	6	0
UniRef90_UPI0027E4F1BF	407	1	407	11	496	0.9328	1	1	N	407	20-406	20	406	19	1
UniRef90_UPI0036E826CE	407	2	407	13	499	0.9347	1	1	N	406	22-407	22	407	20	0
UniRef90_UPI0034328628	407	1	407	18	505	0.9367	1	1	N	407	13-407	13	407	12	0
UniRef90_UPI003D6B606E	407	1	407	12	496	0.9309	1	1	N	407	18-405	18	405	17	2
UniRef90_UPI001204CF10	407	23	407	108	513	0.7793	2	2	Y	385	43-142;145-407	43	407	20	0
UniRef90_UPI00389AF323	407	1	407	11	507	0.9539	1	1	N	407	13-407	13	407	12	0
UniRef90_UPI00248C5CC8	407	1	407	13	503	0.9424	1	1	N	407	11-407	11	407	10	0
UniRef90_UPI0036CF857A	407	1	404	18	497	0.9213	1	1	N	404	5-384	5	384	4	20
UniRef90_A0AAD5Y0T9	406	25	406	89	486	0.7639	2	1	Y	382	45-406	45	406	20	0
UniRef90_A0A1W2ER68	406	1	406	17	504	0.9367	1	1	N	406	10-405	10	405	9	1
UniRef90_A0A6M1L3X1	406	1	406	14	495	0.9251	1	1	N	406	20-404	20	404	19	2
UniRef90_A0ABU3JUY9	406	1	406	14	498	0.9309	1	1	N	406	4-401	4	401	3	5
UniRef90_A0A0F7VMF4	406	1	406	7	504	0.9559	1	1	N	406	12-406	12	406	11	0
UniRef90_A0A381WSS6	406	1	406	36	488	0.8695	2	1	Y	406	2-406	2	406	1	0
UniRef90_UPI002E22BDD4	406	1	406	7	503	0.9539	1	1	N	406	8-406	8	406	7	0
UniRef90_UPI003449A437	406	1	406	9	502	0.9482	1	1	N	406	7-405	7	405	6	1
UniRef90_UPI002948C213	406	1	406	14	497	0.9290	1	1	N	406	19-405	19	405	18	1
UniRef90_UPI0009A23214	406	1	406	18	496	0.9194	1	1	N	406	18-405	18	405	17	1
UniRef90_UPI0025AF353D	406	1	406	5	504	0.9597	1	1	N	406	9-406	9	406	8	0
UniRef90_UPI002E10D3E0	406	1	406	7	502	0.9520	1	1	N	406	8-405	8	405	7	1
UniRef90_UPI0033FAB76B	406	1	406	18	492	0.9117	1	1	N	406	18-395	18	395	17	11
UniRef90_UPI001C27B9F4	406	1	406	18	498	0.9232	1	1	N	406	4-389	4	389	3	17
UniRef90_UPI00068FCEEB	406	1	406	17	504	0.9367	1	1	N	406	5-403	5	403	4	3
UniRef90_UPI0034045AD5	406	1	406	13	497	0.9309	1	1	N	406	18-406	18	406	17	0
UniRef90_UPI0036BCAAAD	406	1	406	13	502	0.9405	1	1	N	406	9-403	9	403	8	3
UniRef90_UPI0034E2ABF1	406	1	406	14	507	0.9482	1	1	N	406	1-406	1	406	0	0
UniRef90_UPI00123A7668	406	1	406	14	504	0.9424	1	1	N	406	2-405	2	405	1	1
UniRef90_UPI0036A3A011	406	1	406	15	503	0.9386	1	1	N	406	18-406	18	406	17	0
UniRef90_A0A1R0L1T7	382	1	382	17	493	0.9155	1	1	N	382	1-379	1	379	0	3
UniRef90_UPI0036A09950	406	1	406	18	497	0.9213	1	1	N	406	7-399	7	399	6	7
UniRef90_UPI003C2D4563	406	1	406	17	511	0.9501	1	1	N	406	5-404	5	404	4	2
UniRef90_A0AAE4CNE7	387	1	387	13	500	0.9367	1	1	N	387	1-387	1	387	0	0
UniRef90_A0A433CXI3	405	1	378	8	393	0.7409	2	1	Y	378	5-358	5	358	4	20
UniRef90_A0A0L8MX99	405	2	405	17	496	0.9213	1	1	N	404	22-404	22	404	20	1
UniRef90_A0ABT0IFA4	405	1	405	19	504	0.9328	1	1	N	405	8-404	8	404	7	1
UniRef90_A0A852YZF9	405	1	405	15	496	0.9251	1	1	N	405	20-404	20	404	19	1
UniRef90_A0A223RUW8	405	1	405	17	496	0.9213	1	1	N	405	21-404	21	404	20	1
UniRef90_A0A5N6A361	405	1	405	17	496	0.9213	1	1	N	405	19-404	19	404	18	1
UniRef90_A0A917VGA9	405	1	405	17	497	0.9232	1	1	N	405	6-398	6	398	5	7
UniRef90_A0ABU2RYD6	405	1	405	17	496	0.9213	1	1	N	405	20-404	20	404	19	1
UniRef90_A0A561WBM5	405	1	405	8	504	0.9539	1	1	N	405	16-405	16	405	15	0
UniRef90_UPI00368D05D0	405	2	405	11	496	0.9328	1	1	N	404	22-403	22	403	20	2
UniRef90_UPI003207B9AE	405	1	405	21	504	0.9290	1	1	N	405	4-399	4	399	3	6
UniRef90_UPI00325CE948	405	1	405	13	496	0.9290	1	1	N	405	13-403	13	403	12	2
UniRef90_UPI0009A1B74F	405	2	405	14	496	0.9271	1	1	N	404	22-404	22	404	20	1
UniRef90_UPI0033CF560C	405	3	405	16	503	0.9367	1	1	N	403	23-402	23	402	20	3
UniRef90_UPI0007C8777D	405	1	405	17	496	0.9213	1	1	N	405	14-403	14	403	13	2
UniRef90_UPI00379E2FAB	405	1	405	21	497	0.9155	1	1	N	405	3-386	3	386	2	19
UniRef90_UPI00366585A1	405	1	405	28	505	0.9175	1	1	N	405	10-400	10	400	9	5
UniRef90_UPI003891A1F3	405	1	405	7	504	0.9559	1	1	N	405	18-405	18	405	17	0
UniRef90_UPI001E5506F4	405	1	405	11	504	0.9482	1	1	N	405	6-401	6	401	5	4
UniRef90_UPI0033A39967	405	1	405	14	499	0.9328	1	1	N	405	13-404	13	404	12	1
UniRef90_A0ABT1J7D9	404	1	404	2	496	0.9501	1	1	N	404	9-403	9	403	8	1
UniRef90_A0A9X2VHI6	404	1	404	18	496	0.9194	1	1	N	404	12-398	12	398	11	6
UniRef90_A0A5P2XFQ4	404	1	404	18	496	0.9194	1	1	N	404	4-395	4	395	3	9
UniRef90_A0A1C4XG78	404	1	404	3	499	0.9539	1	1	N	404	12-403	12	403	11	1
UniRef90_A0A6L6X430	404	8	404	26	497	0.9060	1	1	N	397	28-404	28	404	20	0
UniRef90_A0A1G8BHP7	404	1	404	9	497	0.9386	1	1	N	404	8-400	8	400	7	4
UniRef90_A0A193BY89	404	1	404	17	504	0.9367	1	1	N	404	3-399	3	399	2	5
UniRef90_A0A840NQJ1	404	1	404	8	505	0.9559	1	1	N	404	10-403	10	403	9	1
UniRef90_A0ABW5I0A5	404	1	404	13	493	0.9232	1	1	N	404	19-401	19	401	18	3
UniRef90_UPI0034521F4A	404	1	404	15	496	0.9251	1	1	N	404	13-403	13	403	12	1
UniRef90_UPI0038289501	404	1	404	18	496	0.9194	1	1	N	404	20-403	20	403	19	1
UniRef90_UPI00380EFEEA	404	1	404	20	496	0.9155	1	1	N	404	5-388	5	388	4	16
UniRef90_UPI001A9F7CBA	404	1	404	10	500	0.9424	1	1	N	404	17-404	17	404	16	0
UniRef90_UPI002FC132CB	404	1	404	8	506	0.9578	1	1	N	404	3-403	3	403	2	1
UniRef90_UPI0036A04682	404	1	404	12	504	0.9463	1	1	N	404	3-403	3	403	2	1
UniRef90_UPI001BE8A9BD	404	1	404	18	496	0.9194	1	1	N	404	17-403	17	403	16	1
UniRef90_UPI0035DE5595	404	2	404	15	497	0.9271	1	1	N	403	22-404	22	404	20	0
UniRef90_UPI001D164EDF	404	1	404	6	496	0.9424	1	1	N	404	10-403	10	403	9	1
UniRef90_UPI0037AC2C25	404	1	404	17	496	0.9213	1	1	N	404	20-403	20	403	19	1
UniRef90_UPI00288A78FE	404	1	404	15	504	0.9405	1	1	N	404	4-404	4	404	3	0
UniRef90_UPI001047814A	404	2	404	18	496	0.9194	1	1	N	403	22-403	22	403	20	1
UniRef90_UPI00184CA8B7	404	1	404	8	504	0.9539	1	1	N	404	7-404	7	404	6	0
UniRef90_UPI0004CA3F11	404	1	404	19	498	0.9213	1	1	N	404	9-404	9	404	8	0
UniRef90_A0A428Z0X8	396	1	396	17	501	0.9309	1	1	N	396	6-396	6	396	5	0
UniRef90_A0A2H1KLM7	394	1	394	13	497	0.9309	1	1	N	394	3-392	3	392	2	2
UniRef90_UPI0036BD5F52	404	1	404	10	499	0.9405	1	1	N	404	17-404	17	404	16	0
UniRef90_UPI0039BF9765	404	1	404	12	504	0.9463	1	1	N	404	4-396	4	396	3	8
UniRef90_A0A226F2B7	403	1	403	8	502	0.9501	1	1	N	403	15-401	15	401	14	2
UniRef90_A0A0M8QNC3	403	2	403	20	496	0.9155	1	1	N	402	22-402	22	402	20	1
UniRef90_A0A1I1FH00	403	1	403	14	496	0.9271	1	1	N	403	16-400	16	400	15	3
UniRef90_A0A7K0BZ52	403	1	403	17	497	0.9232	1	1	N	403	7-401	7	401	6	2
UniRef90_A0A1B1MGI5	403	1	403	10	497	0.9367	1	1	N	403	19-402	19	402	18	1
UniRef90_UPI003249A46E	403	1	403	16	504	0.9386	1	1	N	403	20-403	20	403	19	0
UniRef90_UPI0002EC47D6	403	1	403	17	504	0.9367	1	1	N	403	20-403	20	403	19	0
UniRef90_UPI003655684D	403	5	403	18	497	0.9213	1	1	N	399	25-402	25	402	20	1
UniRef90_UPI0002FBF0E2	403	3	403	18	504	0.9347	1	1	N	401	23-403	23	403	20	0
UniRef90_UPI001C2CCB2B	403	1	403	12	503	0.9443	1	1	N	403	19-403	19	403	18	0
UniRef90_UPI003FD2DA21	403	1	403	17	504	0.9367	1	1	N	403	14-403	14	403	13	0
UniRef90_UPI0035268BF0	403	1	403	8	504	0.9539	1	1	N	403	5-403	5	403	4	0
UniRef90_A0A6A2XM19	402	36	402	7	507	0.7409	2	2	N	367	56-289;299-402	56	402	20	0
UniRef90_A0A075EZG8	402	2	402	18	496	0.9194	1	1	N	401	22-401	22	401	20	1
UniRef90_A0AB39R7P2	402	1	402	11	504	0.9482	1	1	N	402	2-397	2	397	1	5
UniRef90_A0A1I6D0F3	402	1	402	13	499	0.9347	1	1	N	402	11-402	11	402	10	0
UniRef90_A0ABV9AAP7	402	1	402	17	502	0.9328	1	1	N	402	6-402	6	402	5	0
UniRef90_A0A4V2SU70	402	1	402	10	500	0.9424	1	1	N	402	5-401	5	401	4	1
UniRef90_A0A7Z0WTC5	402	1	402	13	499	0.9347	1	1	N	402	11-401	11	401	10	1
UniRef90_A0A6N6VXZ3	402	1	402	8	498	0.9424	1	1	N	402	11-400	11	400	10	2
UniRef90_A0A543J4T1	402	1	402	9	498	0.9405	1	1	N	402	8-402	8	402	7	0
UniRef90_A0A1H0UQY0	402	1	402	12	504	0.9463	1	1	N	402	7-399	7	399	6	3
UniRef90_A0A5Q0H095	402	5	402	18	496	0.9194	1	1	N	398	25-401	25	401	20	1
UniRef90_A0A7W7T2Y8	402	1	402	18	503	0.9328	1	1	N	402	5-401	5	401	4	1
UniRef90_A0A8J3VXK5	402	1	402	17	496	0.9213	1	1	N	402	18-400	18	400	17	2
UniRef90_UPI0036F6015C	402	1	402	19	496	0.9175	1	1	N	402	4-393	4	393	3	9
UniRef90_A0A849AG06	396	1	396	19	502	0.9290	1	1	N	396	5-396	5	396	4	0
UniRef90_UPI0033F9BDC8	402	1	402	15	503	0.9386	1	1	N	402	15-402	15	402	14	0
UniRef90_UPI002DD969A8	402	1	402	30	455	0.8177	1	1	N	402	9-398	9	398	8	4
UniRef90_UPI0036BB06AD	402	1	402	10	496	0.9347	1	1	N	402	19-401	19	401	18	1
UniRef90_UPI00037EE96A	402	1	402	18	496	0.9194	1	1	N	402	4-389	4	389	3	13
UniRef90_UPI003427094C	402	1	401	18	496	0.9194	1	1	N	401	5-381	5	381	4	20
UniRef90_UPI00371A6D59	402	1	402	19	497	0.9194	1	1	N	402	7-397	7	397	6	5
UniRef90_UPI003B216D4E	402	1	402	19	496	0.9175	1	1	N	402	8-389	8	389	7	13
UniRef90_UPI0033E5D6A8	402	1	402	11	497	0.9347	1	1	N	402	13-397	13	397	12	5
UniRef90_UPI0033F729E2	402	1	402	17	496	0.9213	1	1	N	402	14-395	14	395	13	7
UniRef90_UPI0036F0F52F	402	1	402	17	503	0.9347	1	1	N	402	1-391	1	391	0	11
UniRef90_UPI001E58D84D	402	1	402	11	501	0.9424	1	1	N	402	5-399	5	399	4	3
UniRef90_A0A6G9YMK6	363	1	363	46	497	0.8676	1	1	N	363	1-354	1	354	0	9
UniRef90_UPI0039C0346D	402	1	402	17	496	0.9213	1	1	N	402	7-400	7	400	6	2
UniRef90_UPI0026191FB1	402	1	402	18	499	0.9251	1	1	N	402	11-402	11	402	10	0
UniRef90_UPI0035D6E11D	402	1	402	18	497	0.9213	1	1	N	402	4-383	4	383	3	19
UniRef90_UPI003715EB7D	402	1	402	11	497	0.9347	1	1	N	402	15-399	15	399	14	3
UniRef90_A0A0A6UP94	382	1	382	17	497	0.9232	1	1	N	382	1-381	1	381	0	1
UniRef90_A0A1D8GAQ4	401	1	401	20	496	0.9155	1	1	N	401	7-394	7	394	6	7
UniRef90_A0A7Z1AX68	401	1	401	18	497	0.9213	1	1	N	401	2-386	2	386	1	15
UniRef90_A0A1I5V5V9	401	1	401	19	501	0.9271	1	1	N	401	12-401	12	401	11	0
UniRef90_A0A4Q1R2D2	401	1	401	15	503	0.9386	1	1	N	401	3-399	3	399	2	2
UniRef90_A0A372M8Z9	401	1	401	12	503	0.9443	1	1	N	401	1-401	1	401	0	0
UniRef90_A0ABW0DTQ5	401	1	401	18	503	0.9328	1	1	N	401	7-398	7	398	6	3
UniRef90_A0ABN1SY78	393	1	393	20	496	0.9155	1	1	N	393	6-390	6	390	5	3
UniRef90_A0A553H4A4	401	1	401	20	495	0.9136	1	1	N	401	2-392	2	392	1	9
UniRef90_UPI0038069607	401	1	401	15	503	0.9386	1	1	N	401	9-400	9	400	8	1
UniRef90_UPI0037FC0FEE	401	1	401	13	503	0.9424	1	1	N	401	4-400	4	400	3	1
UniRef90_A0A3D9SSU5	388	1	388	11	496	0.9328	1	1	N	388	8-387	8	387	7	1
UniRef90_UPI003B67F3BD	401	4	401	18	504	0.9347	1	1	N	398	24-401	24	401	20	0
UniRef90_A0A7K0DPG6	399	1	399	18	497	0.9213	1	1	N	399	8-394	8	394	7	5
UniRef90_UPI001BE5A775	401	1	401	14	498	0.9309	1	1	N	401	17-401	17	401	16	0
UniRef90_UPI0037CD7AF9	401	1	401	17	501	0.9309	1	1	N	401	14-401	14	401	13	0
UniRef90_UPI00342E5E0A	401	1	401	18	504	0.9347	1	1	N	401	20-401	20	401	19	0
UniRef90_UPI003F678322	401	1	401	9	494	0.9328	1	1	N	401	14-398	14	398	13	3
UniRef90_UPI001F384A59	401	1	401	19	500	0.9251	1	1	N	401	3-400	3	400	2	1
UniRef90_UPI00145CA6F2	401	1	401	16	496	0.9232	1	1	N	401	14-399	14	399	13	2
UniRef90_UPI0033F657DE	401	1	401	10	498	0.9386	1	1	N	401	10-400	10	400	9	1
UniRef90_A0ABZ1RN85	388	1	388	13	496	0.9290	1	1	N	388	3-387	3	387	2	1
UniRef90_UPI0016604569	401	1	401	15	504	0.9405	1	1	N	401	1-401	1	401	0	0
UniRef90_UPI0037A41484	401	1	401	18	499	0.9251	1	1	N	401	13-400	13	400	12	1
UniRef90_A0A7S3SWZ6	400	1	400	8	458	0.8656	1	1	N	400	13-400	13	400	12	0
UniRef90_A0A8T0KDL3	400	20	400	6	508	0.8407	2	1	N	381	40-399	40	399	20	1
UniRef90_A0A0C2E3X7	400	1	400	21	496	0.9136	1	1	N	400	8-395	8	395	7	5
UniRef90_A0ABP6G365	400	1	400	19	496	0.9175	1	1	N	400	8-391	8	391	7	9
UniRef90_A0A7W7VZG7	400	1	400	9	499	0.9424	1	1	N	400	11-400	11	400	10	0
UniRef90_A0ABT0UYW9	400	1	400	18	496	0.9194	1	1	N	400	19-398	19	398	18	2
UniRef90_A0A6A0AQI8	400	1	400	21	496	0.9136	1	1	N	400	6-396	6	396	5	4
UniRef90_A0ABV4ZGR6	400	1	400	21	496	0.9136	1	1	N	400	8-388	8	388	7	12
UniRef90_A0ABW1FH59	400	1	400	18	504	0.9347	1	1	N	400	4-400	4	400	3	0
UniRef90_A0A221P9A0	400	1	400	18	496	0.9194	1	1	N	400	18-399	18	399	17	1
UniRef90_A0A7W9MI69	400	1	400	18	496	0.9194	1	1	N	400	3-391	3	391	2	9
UniRef90_UPI00368C173A	400	1	400	18	495	0.9175	1	1	N	400	8-387	8	387	7	13
UniRef90_UPI00249C4394	400	1	400	18	504	0.9347	1	1	N	400	2-400	2	400	1	0
UniRef90_UPI001CBAA611	400	1	400	27	497	0.9040	1	1	N	400	16-400	16	400	15	0
UniRef90_UPI00394EF8A3	400	1	400	7	508	0.9635	1	1	N	400	1-400	1	400	0	0
UniRef90_UPI000D13F38A	400	1	400	14	496	0.9271	1	1	N	400	11-397	11	397	10	3
UniRef90_UPI002D36B8A4	400	1	400	17	505	0.9386	1	1	N	400	7-400	7	400	6	0
UniRef90_UPI001CBAAEA2	400	1	400	18	505	0.9367	1	1	N	400	5-400	5	400	4	0
UniRef90_UPI004042D0FF	400	1	400	18	496	0.9194	1	1	N	400	5-385	5	385	4	15
UniRef90_UPI0036AFEF4C	400	1	400	17	505	0.9386	1	1	N	400	2-400	2	400	1	0
UniRef90_UPI001044CF11	400	1	400	18	497	0.9213	1	1	N	400	14-400	14	400	13	0
UniRef90_UPI001C58914D	400	1	400	20	494	0.9117	1	1	N	400	7-389	7	389	6	11
UniRef90_UPI000DBA32FF	400	1	400	18	499	0.9251	1	1	N	400	12-400	12	400	11	0
UniRef90_UPI00340A0DB7	400	1	400	16	503	0.9367	1	1	N	400	4-400	4	400	3	0
UniRef90_UPI003653A4AD	400	1	400	18	503	0.9328	1	1	N	400	2-400	2	400	1	0
UniRef90_UPI0020A2F512	400	1	400	7	505	0.9578	1	1	N	400	2-398	2	398	1	2
UniRef90_A0A4R7W5A9	399	1	399	11	503	0.9463	1	1	N	399	12-398	12	398	11	1
UniRef90_A0ABW7YQ46	399	1	399	17	496	0.9213	1	1	N	399	6-397	6	397	5	2
UniRef90_A0A9X2EHR6	399	1	399	3	495	0.9463	1	1	N	399	10-396	10	396	9	3
UniRef90_UPI002ED814D4	399	1	399	8	504	0.9539	1	1	N	399	3-399	3	399	2	0
UniRef90_A0A8J3FMJ8	397	1	397	19	505	0.9347	1	1	N	397	4-397	4	397	3	0
UniRef90_UPI00332BFC03	399	1	399	18	496	0.9194	1	1	N	399	3-388	3	388	2	11
UniRef90_UPI00381D56F4	399	1	399	20	506	0.9347	1	1	N	399	3-398	3	398	2	1
UniRef90_UPI001A9E0AD2	399	1	399	10	498	0.9386	1	1	N	399	3-392	3	392	2	7
UniRef90_UPI0033A796EC	399	1	399	12	499	0.9367	1	1	N	399	13-399	13	399	12	0
UniRef90_UPI0040376F3A	399	1	399	7	507	0.9616	1	1	N	399	1-398	1	398	0	1
UniRef90_UPI0004AF8B43	399	1	399	18	496	0.9194	1	1	N	399	4-391	4	391	3	8
UniRef90_UPI0033DD1C76	399	1	399	15	497	0.9271	1	1	N	399	15-397	15	397	14	2
UniRef90_UPI0036C1FF8A	399	1	399	12	496	0.9309	1	1	N	399	9-398	9	398	8	1
UniRef90_A0ABW8BPF5	398	1	398	14	497	0.9290	1	1	N	398	18-397	18	397	17	1
UniRef90_UPI001F1C6390	399	1	399	16	496	0.9232	1	1	N	399	8-397	8	397	7	2
UniRef90_UPI001A9EC914	399	1	399	11	498	0.9367	1	1	N	399	3-397	3	397	2	2
UniRef90_UPI0033FFC208	399	1	399	17	501	0.9309	1	1	N	399	5-395	5	395	4	4
UniRef90_UPI0022B6AD2D	399	1	399	44	504	0.8848	1	1	N	399	20-399	20	399	19	0
UniRef90_UPI00148A10F0	399	1	399	17	496	0.9213	1	1	N	399	15-397	15	397	14	2
UniRef90_A0ABU0RID6	398	1	398	19	495	0.9155	1	1	N	398	8-387	8	387	7	11
UniRef90_A0A269Z6Z0	398	1	398	16	498	0.9271	1	1	N	398	20-396	20	396	19	2
UniRef90_A0ABW0B6R4	398	1	398	29	504	0.9136	1	1	N	398	10-398	10	398	9	0
UniRef90_A0ABV9TX21	398	1	398	18	504	0.9347	1	1	N	398	5-398	5	398	4	0
UniRef90_A0A0L0JSF9	398	1	398	12	505	0.9482	1	1	N	398	6-393	6	393	5	5
UniRef90_UPI0036C18789	398	1	398	21	496	0.9136	1	1	N	398	9-396	9	396	8	2
