seq_id	dah7ps_score	kdops_score	delta	verdict
UniRef90_UPI0028FD2EE1	410.6	114.9	295.7	KEEP
UniRef90_UPI002905DB9C	124.8	405.4	-280.6	REMOVE
UniRef90_UPI00290A7476	127.8	423.4	-295.6	REMOVE
UniRef90_UPI002912CA92	110.2	403.9	-293.7	REMOVE
UniRef90_UPI0029136FC5	105.9	408.2	-302.3	REMOVE
UniRef90_UPI0029144A8A	343.2	115.2	228.0	KEEP
UniRef90_UPI0029163132	66.8	350.6	-283.8	REMOVE
UniRef90_UPI00292D7B00	115.7	392.8	-277.1	REMOVE
UniRef90_UPI00292D7FCC	116.1	437.2	-321.1	REMOVE
UniRef90_UPI00292E0D9B	153.6	36.9	116.7	KEEP
UniRef90_UPI0029317821	409.1	110.1	299.0	KEEP
UniRef90_UPI002934197C	106.9	432.3	-325.4	REMOVE
UniRef90_UPI0029344F98	140.6	38.7	101.9	KEEP
UniRef90_UPI002934692E	341.7	123.8	217.9	KEEP
UniRef90_UPI002934EDAD	97.9	428.6	-330.7	REMOVE
UniRef90_UPI00293BC316	128.5	343.2	-214.7	REMOVE
UniRef90_UPI00293DC1DA	106.9	402.6	-295.7	REMOVE
UniRef90_UPI00293DCAA8	399.7	131.6	268.1	KEEP
UniRef90_UPI0029423A95	101.0	421.3	-320.3	REMOVE
UniRef90_UPI00294FFC84	93.5	351.4	-257.9	REMOVE
UniRef90_UPI002952F328	101.7	404.6	-302.9	REMOVE
UniRef90_UPI00295387C6	92.8	396.3	-303.5	REMOVE
UniRef90_UPI0029585D0D	399.5	103.8	295.7	KEEP
UniRef90_UPI00295AAD62	106.1	347.2	-241.1	REMOVE
UniRef90_UPI00295AC1BB	127.1	431.6	-304.5	REMOVE
UniRef90_UPI00295B25BF	331.7	111.9	219.8	KEEP
UniRef90_UPI00295BB9DF	106.6	378.7	-272.1	REMOVE
UniRef90_UPI00295C2F7C	170.4	56.2	114.2	KEEP
UniRef90_UPI00295E25F9	86.1	434.1	-348.0	REMOVE
UniRef90_UPI0029645C33	98.5	371.9	-273.4	REMOVE
UniRef90_UPI002965F500	153.6	54.6	99.0	KEEP
UniRef90_UPI00296E9ABE	100.8	408.4	-307.6	REMOVE
UniRef90_UPI002972B6AD	80.8	407.9	-327.1	REMOVE
UniRef90_UPI002975A152	122.5	421.9	-299.4	REMOVE
UniRef90_UPI0029776378	426.0	110.3	315.7	KEEP
UniRef90_UPI002981319F	392.5	114.2	278.3	KEEP
UniRef90_UPI0029815A18	66.1	356.1	-290.0	REMOVE
UniRef90_UPI00298160EC	394.6	116.5	278.1	KEEP
UniRef90_UPI0029822D6E	104.9	368.9	-264.0	REMOVE
UniRef90_UPI00298C82E2	122.7	339.6	-216.9	REMOVE
UniRef90_UPI00298C9F75	98.8	421.9	-323.1	REMOVE
UniRef90_UPI00298EADC5	356.7	96.4	260.3	KEEP
UniRef90_UPI0029913B3E	412.1	119.0	293.1	KEEP
UniRef90_UPI00299D4C57	85.4	425.9	-340.5	REMOVE
UniRef90_UPI00299DF5EA	144.8	408.8	-264.0	REMOVE
UniRef90_UPI00299E36E8	222.2	45.8	176.4	KEEP
UniRef90_UPI00299E7E3C	101.8	395.9	-294.1	REMOVE
UniRef90_UPI0029A48738	119.8	417.4	-297.6	REMOVE
UniRef90_UPI0029C6AB88	365.7	115.0	250.7	KEEP
UniRef90_UPI0029C7042C	102.3	407.6	-305.3	REMOVE
UniRef90_UPI0029C7074D	415.8	114.3	301.5	KEEP
UniRef90_UPI0029C748E3	125.1	419.6	-294.5	REMOVE
UniRef90_UPI0029C83751	110.8	404.5	-293.7	REMOVE
UniRef90_UPI0029C8A0B0	411.6	117.6	294.0	KEEP
UniRef90_UPI0029C8FFD4	129.2	419.9	-290.7	REMOVE
UniRef90_UPI0029C90D26	376.8	106.8	270.0	KEEP
UniRef90_UPI0029CA47AC	108.1	427.0	-318.9	REMOVE
UniRef90_UPI0029CAADD9	90.7	408.4	-317.7	REMOVE
UniRef90_UPI0029D3EDA1	400.3	106.3	294.0	KEEP
UniRef90_UPI0029DC8199	417.2	113.1	304.1	KEEP
UniRef90_UPI0029E7FB8A	117.8	422.0	-304.2	REMOVE
UniRef90_UPI002A0A1851	410.5	102.8	307.7	KEEP
UniRef90_UPI002A0DC4A2	79.0	409.5	-330.5	REMOVE
UniRef90_UPI002A127D9D	585.2	115.6	469.6	KEEP
UniRef90_UPI002A17CFAD	98.9	404.9	-306.0	REMOVE
UniRef90_UPI002A189CA4	114.4	401.1	-286.7	REMOVE
UniRef90_UPI002A1D43A3	405.8	116.6	289.2	KEEP
UniRef90_UPI002A2C66B7	409.5	122.1	287.4	KEEP
UniRef90_UPI002A340F0D	183.7	58.0	125.7	KEEP
UniRef90_UPI002A35ADCB	83.8	353.0	-269.2	REMOVE
UniRef90_UPI002A35BA94	123.3	438.2	-314.9	REMOVE
UniRef90_UPI002A35EBE7	406.6	125.1	281.5	KEEP
UniRef90_UPI002A364892	114.7	398.0	-283.3	REMOVE
UniRef90_UPI002A36E024	124.6	354.0	-229.4	REMOVE
UniRef90_UPI002A37107C	74.8	323.8	-249.0	REMOVE
UniRef90_UPI002A3B068A	367.2	122.3	244.9	KEEP
UniRef90_UPI002A43AFB6	114.5	402.4	-287.9	REMOVE
UniRef90_UPI002A4FADCE	342.5	92.4	250.1	KEEP
UniRef90_UPI002A5474B1	112.8	362.5	-249.7	REMOVE
UniRef90_UPI002A57F79E	314.6	98.2	216.4	KEEP
UniRef90_UPI002A62AD97	387.6	114.4	273.2	KEEP
UniRef90_UPI002A65C766	100.4	403.1	-302.7	REMOVE
UniRef90_UPI002A6AAB76	112.2	341.9	-229.7	REMOVE
UniRef90_UPI002A6FF31F	176.4	68.2	108.2	KEEP
UniRef90_UPI002A7534DA	81.1	386.8	-305.7	REMOVE
UniRef90_UPI002A75AEC1	378.7	124.6	254.1	KEEP
UniRef90_UPI002A75E959	158.0	28.6	129.4	KEEP
UniRef90_UPI002A763970	225.1	31.2	193.9	KEEP
UniRef90_UPI002A8063C9	437.9	119.4	318.5	KEEP
UniRef90_UPI002A810ED8	154.1	43.4	110.7	KEEP
UniRef90_UPI002A84998B	122.2	427.1	-304.9	REMOVE
UniRef90_UPI002A87BADF	174.8	64.7	110.1	KEEP
UniRef90_UPI002A891827	402.1	103.7	298.4	KEEP
UniRef90_UPI002A902C86	375.9	109.1	266.8	KEEP
UniRef90_UPI002A90A081	110.9	406.6	-295.7	REMOVE
UniRef90_UPI002A910703	343.3	91.4	251.9	KEEP
UniRef90_UPI002A97A2EE	388.6	119.6	269.0	KEEP
UniRef90_UPI002A9AB577	417.1	102.6	314.5	KEEP
UniRef90_UPI002A9C58D8	281.4	52.0	229.4	KEEP
UniRef90_UPI002AA0596B	401.6	114.5	287.1	KEEP
UniRef90_UPI002AA853A8	388.9	117.7	271.2	KEEP
UniRef90_UPI002AAABE6C	182.3	50.2	132.1	KEEP
UniRef90_UPI002AAAF9A0	124.4	405.9	-281.5	REMOVE
UniRef90_UPI002AAB85E3	77.5	240.8	-163.3	REMOVE
UniRef90_UPI002AB0D4C6	92.2	345.0	-252.8	REMOVE
UniRef90_UPI002AB35FAB	104.3	442.3	-338.0	REMOVE
UniRef90_UPI002AB364A7	80.8	422.6	-341.8	REMOVE
UniRef90_UPI002AB6F153	86.9	402.5	-315.6	REMOVE
UniRef90_UPI002AB98748	102.2	429.6	-327.4	REMOVE
UniRef90_UPI002ABA3CEC	107.3	402.1	-294.8	REMOVE
UniRef90_UPI002ABA792A	63.1	258.1	-195.0	REMOVE
UniRef90_UPI002ABD1517	361.5	86.1	275.4	KEEP
UniRef90_UPI002AC8B2E8	388.8	95.2	293.6	KEEP
UniRef90_UPI002AC8D9FC	392.0	99.2	292.8	KEEP
UniRef90_UPI002AC917F8	394.4	104.6	289.8	KEEP
UniRef90_UPI002ACEAE40	432.4	121.1	311.3	KEEP
UniRef90_UPI002ACED406	100.8	412.4	-311.6	REMOVE
UniRef90_UPI002AD22694	372.6	123.7	248.9	KEEP
UniRef90_UPI002ADD3C62	394.9	103.9	291.0	KEEP
UniRef90_UPI002ADD8E68	120.4	380.1	-259.7	REMOVE
UniRef90_UPI002ADEB20B	98.5	430.6	-332.1	REMOVE
UniRef90_UPI002ADF046C	99.1	400.0	-300.9	REMOVE
UniRef90_UPI002AFE0B94	111.6	440.5	-328.9	REMOVE
UniRef90_UPI002AFEBC59	112.6	397.6	-285.0	REMOVE
UniRef90_UPI002AFEC68E	128.2	416.1	-287.9	REMOVE
UniRef90_UPI002AFFA1AA	111.9	421.5	-309.6	REMOVE
UniRef90_UPI002AFFA84B	97.7	417.4	-319.7	REMOVE
UniRef90_UPI002B000DBD	166.7	53.8	112.9	KEEP
UniRef90_UPI002B00D55F	117.0	344.7	-227.7	REMOVE
UniRef90_UPI002B1E999F	359.4	128.4	231.0	KEEP
UniRef90_UPI002B1EA357	367.8	118.8	249.0	KEEP
UniRef90_UPI002B1EB523	102.8	387.2	-284.4	REMOVE
UniRef90_UPI002B1F4AD1	428.5	126.1	302.4	KEEP
UniRef90_UPI002B1F7E82	65.4	nan	nan	KEEP
UniRef90_UPI002B20096F	363.0	118.1	244.9	KEEP
UniRef90_UPI002B206616	333.4	119.0	214.4	KEEP
UniRef90_UPI002B20A4B4	401.2	108.5	292.7	KEEP
UniRef90_UPI002B20A63D	382.7	118.0	264.7	KEEP
UniRef90_UPI002B20F624	403.2	103.3	299.9	KEEP
UniRef90_UPI002B211D05	354.9	118.3	236.6	KEEP
UniRef90_UPI002B211D4F	95.1	397.7	-302.6	REMOVE
UniRef90_UPI002B2162CC	346.4	128.1	218.3	KEEP
UniRef90_UPI002B21C19E	345.5	120.5	225.0	KEEP
UniRef90_UPI002B21C54A	388.4	98.3	290.1	KEEP
UniRef90_UPI002B21F666	365.4	129.8	235.6	KEEP
UniRef90_UPI002B2C9BB9	208.8	50.0	158.8	KEEP
UniRef90_UPI002B45E4D7	120.5	418.5	-298.0	REMOVE
UniRef90_UPI002B45F856	156.0	48.5	107.5	KEEP
UniRef90_UPI002B4714BD	63.9	295.5	-231.6	REMOVE
UniRef90_UPI002B481D90	116.2	418.6	-302.4	REMOVE
UniRef90_UPI002B4828F5	106.8	409.1	-302.3	REMOVE
UniRef90_UPI002B4A503B	117.1	434.1	-317.0	REMOVE
UniRef90_UPI002B4AAD26	96.3	411.2	-314.9	REMOVE
UniRef90_UPI002B4B205D	363.1	115.7	247.4	KEEP
UniRef90_UPI002B5C5D61	100.0	421.8	-321.8	REMOVE
UniRef90_UPI002B5CBEE5	96.7	440.7	-344.0	REMOVE
UniRef90_UPI002B5D9CEA	69.3	356.4	-287.1	REMOVE
UniRef90_UPI002B606A27	84.3	411.5	-327.2	REMOVE
UniRef90_UPI002B68AB4B	130.6	426.0	-295.4	REMOVE
UniRef90_UPI002B7917F6	109.5	443.1	-333.6	REMOVE
UniRef90_UPI002B7E89EE	74.0	355.3	-281.3	REMOVE
UniRef90_UPI002B81CA1E	100.5	441.8	-341.3	REMOVE
UniRef90_UPI002B8E612A	404.4	115.8	288.6	KEEP
UniRef90_UPI002B8EEF13	108.4	446.0	-337.6	REMOVE
UniRef90_UPI002B9BCBC4	129.6	420.6	-291.0	REMOVE
UniRef90_UPI002B9DAB88	405.2	105.3	299.9	KEEP
UniRef90_UPI002BAF06A4	120.5	421.1	-300.6	REMOVE
UniRef90_UPI002BB685ED	204.5	47.5	157.0	KEEP
UniRef90_UPI002BB95BD4	72.4	361.1	-288.7	REMOVE
UniRef90_UPI002BBF761F	400.6	120.5	280.1	KEEP
UniRef90_UPI002BC42BB4	100.6	421.2	-320.6	REMOVE
UniRef90_UPI002BCED571	125.7	426.4	-300.7	REMOVE
UniRef90_UPI002BD427B8	108.2	380.8	-272.6	REMOVE
UniRef90_UPI002BDE02F9	388.0	126.9	261.1	KEEP
UniRef90_UPI002BE608AC	70.9	366.8	-295.9	REMOVE
UniRef90_UPI002BF0C057	163.1	44.4	118.7	KEEP
UniRef90_UPI002BF83D72	385.4	108.2	277.2	KEEP
UniRef90_UPI002BFA8FEC	117.3	425.1	-307.8	REMOVE
UniRef90_UPI002C00D343	57.8	307.5	-249.7	REMOVE
UniRef90_UPI002C092808	115.9	412.7	-296.8	REMOVE
UniRef90_UPI002C0C39B4	111.4	423.3	-311.9	REMOVE
UniRef90_UPI002C164F6A	116.7	341.9	-225.2	REMOVE
UniRef90_UPI002C45B9FF	334.8	101.9	232.9	KEEP
UniRef90_UPI002C7ACB1A	113.1	403.6	-290.5	REMOVE
UniRef90_UPI002C804BAD	97.4	401.9	-304.5	REMOVE
UniRef90_UPI002C8CCD1A	377.8	108.2	269.6	KEEP
UniRef90_UPI002C9AEDC7	396.3	100.1	296.2	KEEP
UniRef90_UPI002CA4F3D1	121.5	421.2	-299.7	REMOVE
UniRef90_UPI002CA9211F	106.4	444.8	-338.4	REMOVE
UniRef90_UPI002CAD90DC	114.6	413.4	-298.8	REMOVE
UniRef90_UPI002CB3DB87	421.9	124.4	297.5	KEEP
UniRef90_UPI002CD731BF	106.7	445.8	-339.1	REMOVE
UniRef90_UPI002CE7E9BA	411.8	117.8	294.0	KEEP
UniRef90_UPI002CEEF04C	104.4	405.1	-300.7	REMOVE
UniRef90_UPI002CF5A624	129.5	340.2	-210.7	REMOVE
UniRef90_UPI002CF5F132	398.0	119.9	278.1	KEEP
UniRef90_UPI002CFE27DF	101.8	426.3	-324.5	REMOVE
UniRef90_UPI002D068E01	98.5	338.9	-240.4	REMOVE
UniRef90_UPI002D0FA80B	112.3	418.3	-306.0	REMOVE
UniRef90_UPI002D13309F	104.9	425.6	-320.7	REMOVE
UniRef90_UPI002D19D878	109.4	443.7	-334.3	REMOVE
UniRef90_UPI002D1F9510	85.0	415.5	-330.5	REMOVE
UniRef90_UPI002D1F9543	350.4	121.6	228.8	KEEP
UniRef90_UPI002D1F960E	365.8	107.6	258.2	KEEP
UniRef90_UPI002D1FECE4	348.1	128.5	219.6	KEEP
UniRef90_UPI002D21E2A6	107.0	17.8	89.2	KEEP
UniRef90_UPI002D27D0A1	267.2	88.6	178.6	KEEP
UniRef90_UPI002D44C3C6	107.7	448.7	-341.0	REMOVE
UniRef90_UPI002D4556AB	120.4	435.8	-315.4	REMOVE
UniRef90_UPI002D55DDD4	71.3	344.1	-272.8	REMOVE
UniRef90_UPI002D63B4BA	117.7	425.1	-307.4	REMOVE
UniRef90_UPI002D72E782	122.7	449.0	-326.3	REMOVE
UniRef90_UPI002D76C4A2	83.6	394.7	-311.1	REMOVE
UniRef90_UPI002D783FE4	400.6	95.8	304.8	KEEP
UniRef90_UPI002D7964F6	335.7	110.2	225.5	KEEP
UniRef90_UPI002D7E8524	74.5	330.9	-256.4	REMOVE
UniRef90_UPI002D7F606E	320.5	64.0	256.5	KEEP
UniRef90_UPI002D809B7B	158.0	48.0	110.0	KEEP
UniRef90_UPI002D8CDCE9	341.6	105.5	236.1	KEEP
UniRef90_UPI002DB56117	164.8	50.9	113.9	KEEP
UniRef90_UPI002DB64BE1	559.8	113.9	445.9	KEEP
UniRef90_UPI002DB7E99E	160.3	41.3	119.0	KEEP
UniRef90_UPI002DD6B01B	98.3	421.9	-323.6	REMOVE
UniRef90_UPI002DD7BDE1	399.7	107.5	292.2	KEEP
UniRef90_UPI002DD9F1E4	353.7	85.8	267.9	KEEP
UniRef90_UPI002DDCC81C	403.2	115.0	288.2	KEEP
UniRef90_UPI002DDD6731	389.6	106.2	283.4	KEEP
UniRef90_UPI002DDDA437	122.5	428.5	-306.0	REMOVE
UniRef90_UPI002DF4CA11	69.3	349.5	-280.2	REMOVE
UniRef90_UPI002DFDDECF	340.9	112.3	228.6	KEEP
UniRef90_UPI002E07E88A	387.9	109.8	278.1	KEEP
UniRef90_UPI002E0D9863	348.8	88.3	260.5	KEEP
UniRef90_UPI002E113F2A	342.9	89.7	253.2	KEEP
UniRef90_UPI002E1446AA	111.6	433.8	-322.2	REMOVE
UniRef90_UPI002E17366F	158.0	46.2	111.8	KEEP
UniRef90_UPI002E1766D4	127.8	330.3	-202.5	REMOVE
UniRef90_UPI002E17F704	90.4	419.3	-328.9	REMOVE
UniRef90_UPI002E1A6D34	356.2	92.6	263.6	KEEP
UniRef90_UPI002E1B7C40	114.7	391.1	-276.4	REMOVE
UniRef90_UPI002E1C3826	476.6	107.3	369.3	KEEP
UniRef90_UPI002E1EE976	118.0	16.0	102.0	KEEP
UniRef90_UPI002E1F9B19	106.8	413.4	-306.6	REMOVE
UniRef90_UPI002E2BC92B	340.7	73.5	267.2	KEEP
UniRef90_UPI002E2F326E	402.7	122.0	280.7	KEEP
UniRef90_UPI002E2F76ED	69.5	367.3	-297.8	REMOVE
UniRef90_UPI002E30B438	388.3	112.6	275.7	KEEP
UniRef90_UPI002E30CA28	370.9	105.9	265.0	KEEP
UniRef90_UPI002E314F78	417.6	120.7	296.9	KEEP
UniRef90_UPI002E31F1D5	379.6	107.6	272.0	KEEP
UniRef90_UPI002E32B043	93.6	337.0	-243.4	REMOVE
UniRef90_UPI002E349500	373.9	89.3	284.6	KEEP
UniRef90_UPI002E35741F	82.9	410.0	-327.1	REMOVE
UniRef90_UPI002E362E42	152.5	30.5	122.0	KEEP
UniRef90_UPI002E37EF23	84.3	330.4	-246.1	REMOVE
UniRef90_UPI002E75AE45	98.7	437.5	-338.8	REMOVE
UniRef90_UPI002E75FF49	160.1	54.0	106.1	KEEP
UniRef90_UPI002E764329	84.7	399.6	-314.9	REMOVE
UniRef90_UPI002E76D24C	126.7	362.8	-236.1	REMOVE
UniRef90_UPI002E777CF3	183.5	53.1	130.4	KEEP
UniRef90_UPI002E77BFF4	246.7	63.2	183.5	KEEP
UniRef90_UPI002E787133	357.4	93.8	263.6	KEEP
UniRef90_UPI002ED06284	408.8	109.3	299.5	KEEP
UniRef90_UPI002ED0ADB1	65.3	nan	nan	KEEP
UniRef90_UPI002ED2CCEB	82.7	404.6	-321.9	REMOVE
UniRef90_UPI002ED38489	92.8	425.0	-332.2	REMOVE
UniRef90_UPI002ED46A29	112.3	431.3	-319.0	REMOVE
UniRef90_UPI002ED49A6A	84.7	399.7	-315.0	REMOVE
UniRef90_UPI002ED4B96B	108.9	447.7	-338.8	REMOVE
UniRef90_UPI002ED4E257	379.5	117.5	262.0	KEEP
UniRef90_UPI002ED58183	367.1	103.2	263.9	KEEP
UniRef90_UPI002ED5F58E	114.8	460.7	-345.9	REMOVE
UniRef90_UPI002ED66B36	388.3	112.4	275.9	KEEP
UniRef90_UPI002ED67ED0	403.9	110.1	293.8	KEEP
UniRef90_UPI002ED82321	411.4	120.8	290.6	KEEP
UniRef90_UPI002ED8BDD4	544.0	121.3	422.7	KEEP
UniRef90_UPI002ED8C52C	105.0	338.1	-233.1	REMOVE
UniRef90_UPI002ED900B0	396.6	102.9	293.7	KEEP
UniRef90_UPI002ED906E7	125.2	424.5	-299.3	REMOVE
UniRef90_UPI002ED92698	120.5	419.7	-299.2	REMOVE
UniRef90_UPI002EDA1690	101.7	335.7	-234.0	REMOVE
UniRef90_UPI002EDA244D	418.7	125.5	293.2	KEEP
UniRef90_UPI002EF5E2C6	363.4	115.8	247.6	KEEP
UniRef90_UPI002EF70038	334.6	103.3	231.3	KEEP
UniRef90_UPI002F08742F	372.4	106.0	266.4	KEEP
UniRef90_UPI002F18780E	389.8	108.6	281.2	KEEP
UniRef90_UPI002F2B8870	318.2	82.8	235.4	KEEP
UniRef90_UPI002F3F9A2C	148.4	352.7	-204.3	REMOVE
UniRef90_UPI002F4061B1	72.8	356.9	-284.1	REMOVE
UniRef90_UPI002F410863	353.4	103.7	249.7	KEEP
UniRef90_UPI002F4184FA	128.2	430.2	-302.0	REMOVE
UniRef90_UPI002F41BF3F	65.5	344.6	-279.1	REMOVE
UniRef90_UPI002F41F302	268.3	67.2	201.1	KEEP
UniRef90_UPI002F4227C5	97.0	429.8	-332.8	REMOVE
UniRef90_UPI002F425686	71.4	365.7	-294.3	REMOVE
UniRef90_UPI002F906D69	350.2	89.7	260.5	KEEP
UniRef90_UPI002F91F677	111.4	453.7	-342.3	REMOVE
UniRef90_UPI002F923B8A	358.8	109.3	249.5	KEEP
UniRef90_UPI002F92758B	269.0	58.6	210.4	KEEP
UniRef90_UPI002F928F91	89.7	385.2	-295.5	REMOVE
UniRef90_UPI002F92A7A6	99.3	426.8	-327.5	REMOVE
UniRef90_UPI002F92CD84	95.6	367.1	-271.5	REMOVE
UniRef90_UPI002F931E9D	398.0	105.5	292.5	KEEP
UniRef90_UPI002F93BD2B	86.0	354.1	-268.1	REMOVE
UniRef90_UPI002F93E209	92.1	422.4	-330.3	REMOVE
UniRef90_UPI002F93EC1A	96.8	333.9	-237.1	REMOVE
UniRef90_UPI002F942374	73.0	359.0	-286.0	REMOVE
UniRef90_UPI002F9552F7	400.9	105.1	295.8	KEEP
UniRef90_UPI002F95DE8F	413.5	97.0	316.5	KEEP
UniRef90_UPI002F965122	109.0	432.5	-323.5	REMOVE
UniRef90_UPI002F9668A7	471.8	103.4	368.4	KEEP
UniRef90_UPI002F96B330	483.9	104.2	379.7	KEEP
UniRef90_UPI002F96C486	106.9	431.9	-325.0	REMOVE
UniRef90_UPI002FBD57CE	109.2	438.1	-328.9	REMOVE
UniRef90_UPI002FC2C65E	218.7	45.4	173.3	KEEP
UniRef90_UPI002FC2E34A	100.5	418.1	-317.6	REMOVE
UniRef90_UPI002FC2EDD2	103.3	435.4	-332.1	REMOVE
UniRef90_UPI002FC598AD	382.4	94.6	287.8	KEEP
UniRef90_UPI002FC5DA21	404.0	112.7	291.3	KEEP
UniRef90_UPI002FC638CE	362.0	119.3	242.7	KEEP
UniRef90_UPI002FC86D02	103.9	422.3	-318.4	REMOVE
UniRef90_UPI002FC8F387	87.3	396.4	-309.1	REMOVE
UniRef90_UPI002FC9EF5D	423.5	111.8	311.7	KEEP
UniRef90_UPI002FCA2BB7	344.9	113.9	231.0	KEEP
UniRef90_UPI002FCA5859	361.6	100.5	261.1	KEEP
UniRef90_UPI002FCBE5AB	93.0	415.1	-322.1	REMOVE
UniRef90_UPI002FCC1273	109.6	450.6	-341.0	REMOVE
UniRef90_UPI002FCC96E1	86.5	403.9	-317.4	REMOVE
UniRef90_UPI002FCD2D05	91.0	424.6	-333.6	REMOVE
UniRef90_UPI002FCE0677	101.7	425.3	-323.6	REMOVE
UniRef90_UPI002FCE302B	130.3	437.7	-307.4	REMOVE
UniRef90_UPI002FD13814	359.0	122.6	236.4	KEEP
UniRef90_UPI002FD1C896	361.3	121.9	239.4	KEEP
UniRef90_UPI002FD31608	221.5	71.1	150.4	KEEP
UniRef90_UPI002FD88B5D	91.6	303.4	-211.8	REMOVE
UniRef90_UPI002FD8AED9	130.4	420.2	-289.8	REMOVE
UniRef90_UPI002FD8CB1A	422.6	116.1	306.5	KEEP
UniRef90_UPI002FD92603	401.6	95.7	305.9	KEEP
UniRef90_UPI002FD9406A	170.7	41.2	129.5	KEEP
UniRef90_UPI002FD96BF3	398.4	103.2	295.2	KEEP
UniRef90_UPI002FDA018A	401.5	111.9	289.6	KEEP
UniRef90_UPI002FDA4D84	69.6	355.3	-285.7	REMOVE
UniRef90_UPI002FDA77D8	414.1	110.9	303.2	KEEP
UniRef90_UPI002FDAE1F7	259.8	90.1	169.7	KEEP
UniRef90_UPI002FDB310C	86.1	425.7	-339.6	REMOVE
UniRef90_UPI002FDB4C18	418.7	120.1	298.6	KEEP
UniRef90_UPI002FDCEDA5	111.0	408.9	-297.9	REMOVE
UniRef90_UPI002FDD08C9	118.4	400.5	-282.1	REMOVE
UniRef90_UPI002FDD094E	108.0	401.2	-293.2	REMOVE
UniRef90_UPI002FDD1CEE	108.1	433.0	-324.9	REMOVE
UniRef90_UPI002FDE3790	107.8	407.7	-299.9	REMOVE
UniRef90_UPI002FDF9BDF	120.7	365.0	-244.3	REMOVE
UniRef90_UPI002FE2E073	114.1	423.8	-309.7	REMOVE
UniRef90_UPI002FE303D2	181.2	46.7	134.5	KEEP
UniRef90_UPI002FE3D221	113.8	425.2	-311.4	REMOVE
UniRef90_UPI002FE4091E	90.0	404.1	-314.1	REMOVE
UniRef90_UPI002FE52002	111.8	367.9	-256.1	REMOVE
UniRef90_UPI002FE5C03A	185.9	59.5	126.4	KEEP
UniRef90_UPI002FE5F999	114.6	369.6	-255.0	REMOVE
UniRef90_UPI002FEEDBDC	118.2	422.6	-304.4	REMOVE
UniRef90_UPI002FF5D0E2	365.5	130.8	234.7	KEEP
UniRef90_UPI002FFB46E1	351.7	123.1	228.6	KEEP
UniRef90_UPI0030002860	141.2	415.6	-274.4	REMOVE
UniRef90_UPI0030002FFF	142.0	419.8	-277.8	REMOVE
UniRef90_UPI003000A1B8	573.8	115.0	458.8	KEEP
UniRef90_UPI003000B0E1	147.4	405.4	-258.0	REMOVE
UniRef90_UPI0030039292	71.8	367.5	-295.7	REMOVE
UniRef90_UPI00300A18FF	104.6	449.7	-345.1	REMOVE
UniRef90_UPI00300DC385	134.2	413.4	-279.2	REMOVE
UniRef90_UPI00300E2255	110.1	426.2	-316.1	REMOVE
UniRef90_UPI00300E6C82	109.5	433.8	-324.3	REMOVE
UniRef90_UPI00300FA65F	85.0	401.3	-316.3	REMOVE
UniRef90_UPI00300FF3B0	108.6	425.5	-316.9	REMOVE
UniRef90_UPI0030130AEB	114.4	410.7	-296.3	REMOVE
UniRef90_UPI003013462C	158.4	41.6	116.8	KEEP
UniRef90_UPI0030137319	135.0	344.1	-209.1	REMOVE
UniRef90_UPI003013FA93	119.0	424.1	-305.1	REMOVE
UniRef90_UPI0030140B7D	378.7	124.0	254.7	KEEP
UniRef90_UPI003014683C	78.3	354.4	-276.1	REMOVE
UniRef90_UPI00301625B2	450.2	100.9	349.3	KEEP
UniRef90_UPI0030173C0E	405.9	99.7	306.2	KEEP
UniRef90_UPI003018948A	103.7	408.6	-304.9	REMOVE
UniRef90_UPI003019BF33	145.2	39.0	106.2	KEEP
UniRef90_UPI00301A1AB2	105.8	410.2	-304.4	REMOVE
UniRef90_UPI00301B448A	145.2	331.8	-186.6	REMOVE
UniRef90_UPI00301CC936	367.9	110.3	257.6	KEEP
UniRef90_UPI00301CEF93	73.2	331.8	-258.6	REMOVE
UniRef90_UPI00301D6720	117.3	384.2	-266.9	REMOVE
UniRef90_UPI00301DC7D4	122.3	333.6	-211.3	REMOVE
UniRef90_UPI00301E0D54	66.6	351.9	-285.3	REMOVE
UniRef90_UPI003039C1D3	401.5	122.9	278.6	KEEP
UniRef90_UPI00304B87CB	407.9	118.0	289.9	KEEP
UniRef90_UPI003059DD76	363.3	94.4	268.9	KEEP
UniRef90_UPI00306C613B	400.1	113.4	286.7	KEEP
UniRef90_UPI00307672C0	412.7	111.9	300.8	KEEP
UniRef90_UPI003076B099	109.1	348.5	-239.4	REMOVE
UniRef90_UPI0030785B1E	108.0	427.4	-319.4	REMOVE
UniRef90_UPI0030791319	370.1	101.6	268.5	KEEP
UniRef90_UPI00307A50E8	186.4	57.1	129.3	KEEP
UniRef90_UPI00307BAC06	101.5	359.7	-258.2	REMOVE
UniRef90_UPI00307BBF9D	93.3	349.5	-256.2	REMOVE
UniRef90_UPI00307D6836	408.0	114.4	293.6	KEEP
UniRef90_UPI00307DE7EC	103.5	359.6	-256.1	REMOVE
UniRef90_UPI00307ECDC7	76.5	429.3	-352.8	REMOVE
UniRef90_UPI00307EDB2D	348.5	102.8	245.7	KEEP
UniRef90_UPI00307EE868	100.1	448.9	-348.8	REMOVE
UniRef90_UPI00307F250D	98.1	409.9	-311.8	REMOVE
UniRef90_UPI00307F9012	155.0	375.1	-220.1	REMOVE
UniRef90_UPI0030813E75	396.3	108.6	287.7	KEEP
