seq_id	score_Ia	score_II	delta_bits	assigned_subtype	confidence
UniRef90_UPI00111AE3BA	323.7	69.5	254.2	Ia	HIGH
UniRef90_UPI00111B327F	550.8	109.7	441.1	Ia	HIGH
UniRef90_UPI00111BCDE6	516.2	101.5	414.7	Ia	HIGH
UniRef90_UPI001123BC14	508.7	85.9	422.8	Ia	HIGH
UniRef90_UPI0011246AF6	413.9	62.7	351.2	Ia	HIGH
UniRef90_UPI00112797A2	476.6	82.6	394.0	Ia	HIGH
UniRef90_UPI001128CF60	551.2	126.7	424.5	Ia	HIGH
UniRef90_UPI001129001F	535.1	91.8	443.3	Ia	HIGH
UniRef90_UPI00112B2EE2	554.6	106.4	448.2	Ia	HIGH
UniRef90_UPI00112C9B46	566.1	104.9	461.2	Ia	HIGH
UniRef90_UPI00112DFB12	509.6	94.5	415.1	Ia	HIGH
UniRef90_UPI0011417B60	477.9	89.1	388.8	Ia	HIGH
UniRef90_UPI0011449C42	547.4	109.8	437.6	Ia	HIGH
UniRef90_UPI001150F32A	364.4	90.0	274.4	Ia	HIGH
UniRef90_UPI0011542740	477.3	129.8	347.5	Ia	HIGH
UniRef90_UPI001177841D	497.5	83.8	413.7	Ia	HIGH
UniRef90_UPI00117C70C1	489.0	102.0	387.0	Ia	HIGH
UniRef90_UPI00117D132F	582.5	87.3	495.2	Ia	HIGH
UniRef90_UPI00118001A1	527.1	88.5	438.6	Ia	HIGH
UniRef90_UPI001180E2BE	547.9	99.2	448.7	Ia	HIGH
UniRef90_UPI001186AFFE	520.2	101.2	419.0	Ia	HIGH
UniRef90_UPI0011BFA61E	587.9	95.0	492.9	Ia	HIGH
UniRef90_UPI0011CCC0C3	574.0	106.0	468.0	Ia	HIGH
UniRef90_UPI0011D1C755	445.5	66.4	379.1	Ia	HIGH
UniRef90_UPI0011E64570	429.5	60.8	368.7	Ia	HIGH
UniRef90_UPI0011EE3654	553.7	108.1	445.6	Ia	HIGH
UniRef90_UPI001220F37B	563.4	117.8	445.6	Ia	HIGH
UniRef90_UPI001231A0C6	555.7	114.4	441.3	Ia	HIGH
UniRef90_UPI00123A5DB7	431.1	69.1	362.0	Ia	HIGH
UniRef90_UPI00123A7607	506.6	94.7	411.9	Ia	HIGH
UniRef90_UPI001243E3BC	439.9	74.3	365.6	Ia	HIGH
UniRef90_UPI00124655FC	526.4	118.0	408.4	Ia	HIGH
UniRef90_UPI00124AEF5B	556.9	121.6	435.3	Ia	HIGH
UniRef90_UPI00124C7CA4	482.4	104.0	378.4	Ia	HIGH
UniRef90_UPI00124ED514	516.0	88.8	427.2	Ia	HIGH
UniRef90_UPI001256335C	447.8	64.6	383.2	Ia	HIGH
UniRef90_UPI001260197A	270.8	58.5	212.3	Ia	HIGH
UniRef90_UPI001262AC23	504.2	88.8	415.4	Ia	HIGH
UniRef90_UPI0012644E51	462.6	110.6	352.0	Ia	HIGH
UniRef90_UPI001265E18D	583.9	91.3	492.6	Ia	HIGH
UniRef90_UPI001268FC95	517.0	98.6	418.4	Ia	HIGH
UniRef90_UPI001272E4E4	522.1	91.2	430.9	Ia	HIGH
UniRef90_UPI00128B0FF0	487.9	81.1	406.8	Ia	HIGH
UniRef90_UPI00128BA1CC	475.2	93.2	382.0	Ia	HIGH
UniRef90_UPI00128BDE57	414.8	74.6	340.2	Ia	HIGH
UniRef90_UPI001291F1BA	564.5	123.1	441.4	Ia	HIGH
UniRef90_UPI00129B893C	483.5	89.2	394.3	Ia	HIGH
UniRef90_UPI00129BC8B2	496.0	86.7	409.3	Ia	HIGH
UniRef90_UPI0012AFA1DA	493.4	87.1	406.3	Ia	HIGH
UniRef90_UPI0012B4F077	487.1	106.0	381.1	Ia	HIGH
UniRef90_UPI0012BA5FC2	576.4	103.2	473.2	Ia	HIGH
UniRef90_UPI0012BCB088	506.9	90.4	416.5	Ia	HIGH
UniRef90_UPI0012D63459	546.9	105.6	441.3	Ia	HIGH
UniRef90_UPI0012D6ECB5	512.1	93.1	419.0	Ia	HIGH
UniRef90_UPI0012E1B5B6	469.3	112.7	356.6	Ia	HIGH
UniRef90_UPI0012E2282D	475.0	116.6	358.4	Ia	HIGH
UniRef90_UPI0012E2B951	466.3	119.8	346.5	Ia	HIGH
UniRef90_UPI0012EA5299	438.7	88.6	350.1	Ia	HIGH
UniRef90_UPI0012EAC9E0	376.2	72.0	304.2	Ia	HIGH
UniRef90_UPI0012EC102B	538.1	87.3	450.8	Ia	HIGH
UniRef90_UPI0012ECA31D	561.1	112.0	449.1	Ia	HIGH
UniRef90_UPI0012F33BE7	563.1	120.3	442.8	Ia	HIGH
UniRef90_UPI00131B66BB	530.8	113.5	417.3	Ia	HIGH
UniRef90_UPI00131B7428	526.1	92.3	433.8	Ia	HIGH
UniRef90_UPI00131CA51B	546.7	113.0	433.7	Ia	HIGH
UniRef90_UPI00131D14BA	520.8	100.2	420.6	Ia	HIGH
UniRef90_UPI00131D1562	521.6	112.4	409.2	Ia	HIGH
UniRef90_UPI00131D79B4	478.8	101.2	377.6	Ia	HIGH
UniRef90_UPI00131DCF16	516.2	102.7	413.5	Ia	HIGH
UniRef90_UPI00131E7193	526.1	119.6	406.5	Ia	HIGH
UniRef90_UPI0013227321	420.9	65.2	355.7	Ia	HIGH
UniRef90_UPI001322E503	520.2	103.1	417.1	Ia	HIGH
UniRef90_UPI0013235700	468.0	92.0	376.0	Ia	HIGH
UniRef90_UPI001326703A	441.4	74.9	366.5	Ia	HIGH
UniRef90_UPI00132A8107	538.1	102.9	435.2	Ia	HIGH
UniRef90_UPI00132EFDD2	505.0	100.0	405.0	Ia	HIGH
UniRef90_UPI00132FD9FF	444.4	66.7	377.7	Ia	HIGH
UniRef90_UPI001352BD8C	534.6	112.1	422.5	Ia	HIGH
UniRef90_UPI0013569BE1	465.0	108.9	356.1	Ia	HIGH
UniRef90_UPI001356A4CD	471.2	84.5	386.7	Ia	HIGH
UniRef90_UPI0013571680	553.2	90.5	462.7	Ia	HIGH
UniRef90_UPI0013579B2F	536.8	102.3	434.5	Ia	HIGH
UniRef90_UPI0013582246	516.6	113.6	403.0	Ia	HIGH
UniRef90_UPI0013595611	569.5	114.8	454.7	Ia	HIGH
UniRef90_UPI00135AB8EF	519.5	110.5	409.0	Ia	HIGH
UniRef90_UPI00135B6BBC	535.7	102.1	433.6	Ia	HIGH
UniRef90_UPI00135BA56B	479.4	73.3	406.1	Ia	HIGH
UniRef90_UPI00135BE6DC	546.7	98.2	448.5	Ia	HIGH
UniRef90_UPI00135F0AC8	553.7	89.1	464.6	Ia	HIGH
UniRef90_UPI00136572C2	421.9	57.0	364.9	Ia	HIGH
UniRef90_UPI00136854A9	560.5	100.6	459.9	Ia	HIGH
UniRef90_UPI00136BB0CF	441.4	64.8	376.6	Ia	HIGH
UniRef90_UPI00136CB392	517.0	91.1	425.9	Ia	HIGH
UniRef90_UPI00136F3C80	543.0	107.0	436.0	Ia	HIGH
UniRef90_UPI001372494E	542.3	107.9	434.4	Ia	HIGH
UniRef90_UPI00137ACAD9	442.6	60.2	382.4	Ia	HIGH
UniRef90_UPI00137BEAF6	534.3	103.2	431.1	Ia	HIGH
UniRef90_UPI0013896020	571.4	100.6	470.8	Ia	HIGH
UniRef90_UPI001390C84D	537.9	126.1	411.8	Ia	HIGH
UniRef90_UPI0013917B8B	541.4	114.0	427.4	Ia	HIGH
UniRef90_UPI0013A774FA	440.0	69.1	370.9	Ia	HIGH
UniRef90_UPI0013BCB04D	549.0	113.6	435.4	Ia	HIGH
UniRef90_UPI0013BCF44D	501.4	68.0	433.4	Ia	HIGH
UniRef90_UPI0013C23719	460.4	89.8	370.6	Ia	HIGH
UniRef90_UPI0013D12545	517.7	91.5	426.2	Ia	HIGH
UniRef90_UPI0013D47D86	535.6	89.9	445.7	Ia	HIGH
UniRef90_UPI0013D57F03	433.9	64.4	369.5	Ia	HIGH
UniRef90_UPI0013D5AB91	585.7	92.5	493.2	Ia	HIGH
UniRef90_UPI0013D85311	436.1	72.5	363.6	Ia	HIGH
UniRef90_UPI0013DB6C53	483.0	118.4	364.6	Ia	HIGH
UniRef90_UPI00140006C2	507.1	95.9	411.2	Ia	HIGH
UniRef90_UPI001408B266	434.6	55.5	379.1	Ia	HIGH
UniRef90_UPI00140BB7EE	489.1	94.9	394.2	Ia	HIGH
UniRef90_UPI00140C04BF	566.1	107.9	458.2	Ia	HIGH
UniRef90_UPI00140C0634	424.4	59.7	364.7	Ia	HIGH
UniRef90_UPI00140CE01E	519.1	88.2	430.9	Ia	HIGH
UniRef90_UPI00140CE0DC	537.0	100.3	436.7	Ia	HIGH
UniRef90_UPI00140D0C2C	542.3	107.2	435.1	Ia	HIGH
UniRef90_UPI00140D3129	487.9	120.4	367.5	Ia	HIGH
UniRef90_UPI00140DEED6	447.1	63.3	383.8	Ia	HIGH
UniRef90_UPI00140E49EC	546.3	120.2	426.1	Ia	HIGH
UniRef90_UPI00140E9184	438.9	64.0	374.9	Ia	HIGH
UniRef90_UPI0014130990	448.7	62.8	385.9	Ia	HIGH
UniRef90_UPI00141E0A68	518.3	112.8	405.5	Ia	HIGH
UniRef90_UPI00141EC6BC	487.4	75.9	411.5	Ia	HIGH
UniRef90_UPI00141F40E9	462.9	88.1	374.8	Ia	HIGH
UniRef90_UPI0014215B62	519.0	91.9	427.1	Ia	HIGH
UniRef90_UPI001421B888	552.8	107.4	445.4	Ia	HIGH
UniRef90_UPI0014226AB2	462.5	110.6	351.9	Ia	HIGH
UniRef90_UPI00142499DD	466.7	112.1	354.6	Ia	HIGH
UniRef90_UPI0014325552	482.7	81.5	401.2	Ia	HIGH
UniRef90_UPI00143A8845	521.6	99.5	422.1	Ia	HIGH
UniRef90_UPI00143CB32B	446.5	79.5	367.0	Ia	HIGH
UniRef90_UPI00143EFEA5	520.3	94.1	426.2	Ia	HIGH
UniRef90_UPI00144473F2	567.5	87.6	479.9	Ia	HIGH
UniRef90_UPI001448BCCE	449.7	68.1	381.6	Ia	HIGH
UniRef90_UPI001448CC6A	467.3	81.6	385.7	Ia	HIGH
UniRef90_UPI001448D4D3	445.8	80.4	365.4	Ia	HIGH
UniRef90_UPI0014490067	502.4	77.0	425.4	Ia	HIGH
UniRef90_UPI0014490AE0	463.0	80.4	382.6	Ia	HIGH
UniRef90_UPI0014492A45	466.0	90.0	376.0	Ia	HIGH
UniRef90_UPI0014493978	453.1	87.5	365.6	Ia	HIGH
UniRef90_UPI0014494520	485.2	84.7	400.5	Ia	HIGH
UniRef90_UPI00144977CE	496.3	83.8	412.5	Ia	HIGH
UniRef90_UPI00144984AC	463.6	79.0	384.6	Ia	HIGH
UniRef90_UPI0014498A8E	453.7	72.9	380.8	Ia	HIGH
UniRef90_UPI001449932A	458.7	87.9	370.8	Ia	HIGH
UniRef90_UPI001449B74D	473.8	86.2	387.6	Ia	HIGH
UniRef90_UPI001449D74F	459.2	88.3	370.9	Ia	HIGH
UniRef90_UPI001449E3C4	469.3	81.2	388.1	Ia	HIGH
UniRef90_UPI001449FA56	510.0	87.0	423.0	Ia	HIGH
UniRef90_UPI00144A1C6B	462.2	96.8	365.4	Ia	HIGH
UniRef90_UPI00144A5908	563.1	86.8	476.3	Ia	HIGH
UniRef90_UPI0014517A43	430.7	64.3	366.4	Ia	HIGH
UniRef90_UPI001451AC6A	507.9	84.4	423.5	Ia	HIGH
UniRef90_UPI00145DC7AC	482.3	87.5	394.8	Ia	HIGH
UniRef90_UPI00145E5278	528.4	94.6	433.8	Ia	HIGH
UniRef90_UPI00146318A6	426.9	56.1	370.8	Ia	HIGH
UniRef90_UPI00146D907D	475.2	95.5	379.7	Ia	HIGH
UniRef90_UPI001475A8B8	478.3	123.5	354.8	Ia	HIGH
UniRef90_UPI001478EC15	547.6	126.0	421.6	Ia	HIGH
UniRef90_UPI00148F78DD	412.7	75.5	337.2	Ia	HIGH
UniRef90_UPI00149341BA	536.4	90.4	446.0	Ia	HIGH
UniRef90_UPI001554FF35	527.5	109.2	418.3	Ia	HIGH
UniRef90_UPI0015562063	473.8	80.8	393.0	Ia	HIGH
UniRef90_UPI0015573342	458.2	85.9	372.3	Ia	HIGH
UniRef90_UPI0015668206	466.8	95.7	371.1	Ia	HIGH
UniRef90_UPI001567A31E	499.8	91.1	408.7	Ia	HIGH
UniRef90_UPI00156A0141	524.1	94.6	429.5	Ia	HIGH
UniRef90_UPI00156A5826	434.8	81.6	353.2	Ia	HIGH
UniRef90_UPI001574788D	534.7	109.1	425.6	Ia	HIGH
UniRef90_UPI00157A3C31	449.1	77.8	371.3	Ia	HIGH
UniRef90_UPI00157ADBE9	537.5	99.8	437.7	Ia	HIGH
UniRef90_UPI00158529B8	476.6	111.8	364.8	Ia	HIGH
UniRef90_UPI00158AEDD8	458.9	67.5	391.4	Ia	HIGH
UniRef90_UPI00158BBDB1	450.2	68.9	381.3	Ia	HIGH
UniRef90_UPI00158D9ED7	438.2	79.8	358.4	Ia	HIGH
UniRef90_UPI00159A6A32	440.1	58.0	382.1	Ia	HIGH
UniRef90_UPI0015B95E72	578.2	84.1	494.1	Ia	HIGH
UniRef90_UPI0015BED695	561.7	105.9	455.8	Ia	HIGH
UniRef90_UPI0015DC3E28	567.7	103.7	464.0	Ia	HIGH
UniRef90_UPI0015E2834F	432.3	63.7	368.6	Ia	HIGH
UniRef90_UPI0015E385FF	430.9	61.1	369.8	Ia	HIGH
UniRef90_UPI0015E3885F	440.3	62.3	378.0	Ia	HIGH
UniRef90_UPI0015E705CB	434.2	57.5	376.7	Ia	HIGH
UniRef90_UPI0015EFF4A7	379.8	54.4	325.4	Ia	HIGH
UniRef90_UPI0015F4BB82	498.3	72.8	425.5	Ia	HIGH
UniRef90_UPI0015F57CFE	551.2	101.7	449.5	Ia	HIGH
UniRef90_UPI0015F68458	573.1	107.9	465.2	Ia	HIGH
UniRef90_UPI0016000F34	451.3	71.3	380.0	Ia	HIGH
UniRef90_UPI0016095F01	528.6	118.5	410.1	Ia	HIGH
UniRef90_UPI00161A2671	525.3	107.9	417.4	Ia	HIGH
UniRef90_UPI00161BB2ED	460.2	66.3	393.9	Ia	HIGH
UniRef90_UPI0016243125	523.4	120.4	403.0	Ia	HIGH
UniRef90_UPI001624C1F2	505.6	93.6	412.0	Ia	HIGH
UniRef90_UPI0016281FC5	431.1	63.5	367.6	Ia	HIGH
UniRef90_UPI00162AA9CD	520.6	120.0	400.6	Ia	HIGH
UniRef90_UPI0016463163	530.6	117.1	413.5	Ia	HIGH
UniRef90_UPI001647717F	529.8	127.3	402.5	Ia	HIGH
UniRef90_UPI0016478D05	525.1	112.8	412.3	Ia	HIGH
UniRef90_UPI001648684F	522.9	122.8	400.1	Ia	HIGH
UniRef90_UPI001648D285	529.7	111.7	418.0	Ia	HIGH
UniRef90_UPI0016493082	521.9	127.0	394.9	Ia	HIGH
UniRef90_UPI001649684F	531.8	121.2	410.6	Ia	HIGH
UniRef90_UPI00164E0CDB	546.5	105.3	441.2	Ia	HIGH
UniRef90_UPI001651F4CE	514.1	90.2	423.9	Ia	HIGH
UniRef90_UPI0016573151	449.6	74.5	375.1	Ia	HIGH
UniRef90_UPI00165F3E23	506.3	80.6	425.7	Ia	HIGH
UniRef90_UPI0016767109	401.1	73.6	327.5	Ia	HIGH
UniRef90_UPI001680E6D3	511.6	93.6	418.0	Ia	HIGH
UniRef90_UPI0016812D0D	444.9	87.7	357.2	Ia	HIGH
UniRef90_UPI00168210E0	515.5	75.8	439.7	Ia	HIGH
UniRef90_UPI001685319F	526.8	110.8	416.0	Ia	HIGH
UniRef90_UPI0016855036	530.3	112.4	417.9	Ia	HIGH
UniRef90_UPI0016882ABB	518.3	117.9	400.4	Ia	HIGH
UniRef90_UPI00168886DD	498.2	90.8	407.4	Ia	HIGH
UniRef90_UPI001688D45E	522.6	88.6	434.0	Ia	HIGH
UniRef90_UPI0016B1DFD3	330.9	87.8	243.1	Ia	HIGH
UniRef90_UPI0016BA626A	530.0	106.9	423.1	Ia	HIGH
UniRef90_UPI00174FDA98	570.8	123.0	447.8	Ia	HIGH
UniRef90_UPI001763850C	531.1	92.6	438.5	Ia	HIGH
UniRef90_UPI001764690A	496.0	89.0	407.0	Ia	HIGH
UniRef90_UPI00177B2A2C	544.6	113.4	431.2	Ia	HIGH
UniRef90_UPI00177D8A75	494.1	84.9	409.2	Ia	HIGH
UniRef90_UPI001780C944	589.3	91.2	498.1	Ia	HIGH
UniRef90_UPI001781F0F8	538.9	110.4	428.5	Ia	HIGH
UniRef90_UPI001786A517	442.6	75.2	367.4	Ia	HIGH
UniRef90_UPI001786BFBD	443.7	68.7	375.0	Ia	HIGH
UniRef90_UPI0017E91319	502.8	90.2	412.6	Ia	HIGH
UniRef90_UPI0017FF67F3	519.8	100.8	419.0	Ia	HIGH
UniRef90_UPI001803B70A	508.1	94.1	414.0	Ia	HIGH
UniRef90_UPI00180C6DE6	543.9	114.5	429.4	Ia	HIGH
UniRef90_UPI00183D7CE5	550.3	107.7	442.6	Ia	HIGH
UniRef90_UPI00184521F2	533.6	100.5	433.1	Ia	HIGH
UniRef90_UPI00184E42B7	529.9	114.1	415.8	Ia	HIGH
UniRef90_UPI0018599ABE	468.1	89.5	378.6	Ia	HIGH
UniRef90_UPI00185BD47C	429.8	94.5	335.3	Ia	HIGH
UniRef90_UPI00185DC702	519.5	89.8	429.7	Ia	HIGH
UniRef90_UPI001865D53B	528.2	81.6	446.6	Ia	HIGH
UniRef90_UPI001866888A	465.4	111.7	353.7	Ia	HIGH
UniRef90_UPI001866F5B6	538.6	90.4	448.2	Ia	HIGH
UniRef90_UPI001868CD5B	453.1	97.5	355.6	Ia	HIGH
UniRef90_UPI001876E19A	573.1	94.8	478.3	Ia	HIGH
UniRef90_UPI00187815DA	478.4	117.2	361.2	Ia	HIGH
UniRef90_UPI00187F18BC	534.3	91.4	442.9	Ia	HIGH
UniRef90_UPI001894AB7C	490.6	99.2	391.4	Ia	HIGH
UniRef90_UPI0018A93DE3	512.5	80.5	432.0	Ia	HIGH
UniRef90_UPI0018A947E9	569.9	104.0	465.9	Ia	HIGH
UniRef90_UPI0018AC03AF	511.2	91.6	419.6	Ia	HIGH
UniRef90_UPI0018B01695	448.7	97.0	351.7	Ia	HIGH
UniRef90_UPI0018C1D929	442.1	73.4	368.7	Ia	HIGH
UniRef90_UPI0018C49CBC	508.3	95.2	413.1	Ia	HIGH
UniRef90_UPI0018C6A4E0	510.2	75.4	434.8	Ia	HIGH
UniRef90_UPI0018CCD2F8	519.1	109.2	409.9	Ia	HIGH
UniRef90_UPI0018CCF5BF	512.3	120.2	392.1	Ia	HIGH
UniRef90_UPI0018CF5900	456.1	86.5	369.6	Ia	HIGH
UniRef90_UPI0018CFA685	529.8	114.3	415.5	Ia	HIGH
UniRef90_UPI0018DBF89D	567.1	98.6	468.5	Ia	HIGH
UniRef90_UPI0018DC75DD	560.0	101.4	458.6	Ia	HIGH
UniRef90_UPI0018DD07A9	376.9	66.4	310.5	Ia	HIGH
UniRef90_UPI0018E86845	521.1	104.2	416.9	Ia	HIGH
UniRef90_UPI0018EB6ADA	432.6	56.6	376.0	Ia	HIGH
UniRef90_UPI0018ECCD5B	543.8	114.2	429.6	Ia	HIGH
UniRef90_UPI0018ED12E3	536.1	114.2	421.9	Ia	HIGH
UniRef90_UPI0018EDA23B	481.7	107.1	374.6	Ia	HIGH
UniRef90_UPI0018F1991B	487.9	94.1	393.8	Ia	HIGH
UniRef90_UPI0018F2C7F9	529.6	103.1	426.5	Ia	HIGH
UniRef90_UPI0018F4B2F2	497.9	93.7	404.2	Ia	HIGH
UniRef90_UPI0019037A87	498.6	104.0	394.6	Ia	HIGH
UniRef90_UPI001903DB04	520.4	71.6	448.8	Ia	HIGH
UniRef90_UPI001903F89E	507.0	72.3	434.7	Ia	HIGH
UniRef90_UPI00190470D3	526.0	87.9	438.1	Ia	HIGH
UniRef90_UPI001904C1FD	431.8	61.7	370.1	Ia	HIGH
UniRef90_UPI0019074572	531.6	104.6	427.0	Ia	HIGH
UniRef90_UPI0019080FE3	537.7	113.4	424.3	Ia	HIGH
UniRef90_UPI0019083170	444.9	60.8	384.1	Ia	HIGH
UniRef90_UPI00190B5321	411.9	63.4	348.5	Ia	HIGH
UniRef90_UPI0019125F18	470.3	82.5	387.8	Ia	HIGH
UniRef90_UPI001913DBE8	535.8	104.2	431.6	Ia	HIGH
UniRef90_UPI001914B853	549.6	121.5	428.1	Ia	HIGH
UniRef90_UPI001914D436	471.2	81.9	389.3	Ia	HIGH
UniRef90_UPI00191AFE5A	523.6	94.3	429.3	Ia	HIGH
UniRef90_UPI00191B89C2	540.5	118.0	422.5	Ia	HIGH
UniRef90_UPI00193D58AC	567.1	131.2	435.9	Ia	HIGH
UniRef90_UPI00194E33ED	521.5	120.0	401.5	Ia	HIGH
UniRef90_UPI0019510E11	540.9	109.9	431.0	Ia	HIGH
UniRef90_UPI00195C8EE2	446.8	85.0	361.8	Ia	HIGH
UniRef90_UPI00195FD747	411.1	55.8	355.3	Ia	HIGH
UniRef90_UPI0019614E4D	545.7	96.8	448.9	Ia	HIGH
UniRef90_UPI0019632E76	441.8	77.0	364.8	Ia	HIGH
UniRef90_UPI001963386E	499.0	78.2	420.8	Ia	HIGH
UniRef90_UPI001964AD84	302.7	62.2	240.5	Ia	HIGH
UniRef90_UPI00196507D9	474.5	74.4	400.1	Ia	HIGH
UniRef90_UPI00196744D4	555.9	109.9	446.0	Ia	HIGH
UniRef90_UPI0019B2F160	503.2	81.8	421.4	Ia	HIGH
UniRef90_UPI0019C514E8	575.9	101.1	474.8	Ia	HIGH
UniRef90_UPI0019C6C4A1	487.5	69.6	417.9	Ia	HIGH
UniRef90_UPI0019CB2CD8	537.6	113.5	424.1	Ia	HIGH
UniRef90_UPI0019CDAD98	530.0	87.7	442.3	Ia	HIGH
UniRef90_UPI0019CFD596	526.4	82.6	443.8	Ia	HIGH
UniRef90_UPI0019D0F242	551.1	98.2	452.9	Ia	HIGH
UniRef90_UPI0019D1FF35	575.4	98.8	476.6	Ia	HIGH
UniRef90_UPI0019F49DDB	514.4	88.1	426.3	Ia	HIGH
UniRef90_UPI0019FF19DB	479.2	99.4	379.8	Ia	HIGH
UniRef90_UPI001A0FD3BE	402.1	95.1	307.0	Ia	HIGH
UniRef90_UPI001A216A7D	466.9	114.2	352.7	Ia	HIGH
UniRef90_UPI001A437F6A	530.4	88.1	442.3	Ia	HIGH
UniRef90_UPI001A439C39	542.8	95.4	447.4	Ia	HIGH
UniRef90_UPI001A4A110A	355.1	93.7	261.4	Ia	HIGH
UniRef90_UPI001A5270CF	449.6	78.6	371.0	Ia	HIGH
UniRef90_UPI001A53A1F3	554.6	97.2	457.4	Ia	HIGH
UniRef90_UPI001A8D300A	502.0	88.6	413.4	Ia	HIGH
UniRef90_UPI001A8D3022	447.8	65.9	381.9	Ia	HIGH
UniRef90_UPI001A8DB58B	489.2	88.5	400.7	Ia	HIGH
UniRef90_UPI001A8FC0E0	508.1	88.0	420.1	Ia	HIGH
UniRef90_UPI001A9925DC	516.8	88.1	428.7	Ia	HIGH
UniRef90_UPI001AACF991	558.0	111.4	446.6	Ia	HIGH
UniRef90_UPI001AACFAAB	537.5	98.1	439.4	Ia	HIGH
UniRef90_UPI001ABCE146	508.4	94.6	413.8	Ia	HIGH
UniRef90_UPI001AC1BDE6	523.3	92.8	430.5	Ia	HIGH
UniRef90_UPI001AC45971	482.2	110.3	371.9	Ia	HIGH
UniRef90_UPI001AD26BB7	450.8	74.1	376.7	Ia	HIGH
UniRef90_UPI001AD3702D	473.4	81.0	392.4	Ia	HIGH
UniRef90_UPI001ADA02E5	520.4	78.5	441.9	Ia	HIGH
UniRef90_UPI001ADA8BFE	572.7	92.7	480.0	Ia	HIGH
UniRef90_UPI001ADBEC31	541.5	89.4	452.1	Ia	HIGH
UniRef90_UPI001ADF7C3E	516.1	129.5	386.6	Ia	HIGH
UniRef90_UPI001ADFE35F	540.7	104.6	436.1	Ia	HIGH
UniRef90_UPI001AE07D7E	555.4	111.9	443.5	Ia	HIGH
UniRef90_UPI001AE09734	542.1	113.4	428.7	Ia	HIGH
UniRef90_UPI001AEF981B	508.9	84.0	424.9	Ia	HIGH
UniRef90_UPI001AF2C244	524.9	102.9	422.0	Ia	HIGH
UniRef90_UPI001B17DC2F	407.6	74.8	332.8	Ia	HIGH
UniRef90_UPI001B1DFE39	486.5	130.3	356.2	Ia	HIGH
UniRef90_UPI001B2EA9E0	540.3	127.2	413.1	Ia	HIGH
UniRef90_UPI001B2EB4A0	331.4	72.2	259.2	Ia	HIGH
UniRef90_UPI001B300257	521.3	111.5	409.8	Ia	HIGH
UniRef90_UPI001B323F38	464.6	97.0	367.6	Ia	HIGH
UniRef90_UPI001B342A42	504.2	91.8	412.4	Ia	HIGH
UniRef90_UPI001B3D51DC	543.4	102.7	440.7	Ia	HIGH
UniRef90_UPI001B5C6AEC	373.2	62.7	310.5	Ia	HIGH
UniRef90_UPI001B633A79	487.2	81.5	405.7	Ia	HIGH
UniRef90_UPI001B706126	542.9	107.4	435.5	Ia	HIGH
UniRef90_UPI001B73A607	505.7	80.7	425.0	Ia	HIGH
UniRef90_UPI001B763FCE	543.9	105.1	438.8	Ia	HIGH
UniRef90_UPI001B7C3E1E	562.5	118.4	444.1	Ia	HIGH
UniRef90_UPI001B861444	518.1	94.7	423.4	Ia	HIGH
UniRef90_UPI001B8C4FB4	551.8	96.8	455.0	Ia	HIGH
UniRef90_UPI001B8D964A	476.3	90.9	385.4	Ia	HIGH
UniRef90_UPI001BA4FA1D	543.4	116.0	427.4	Ia	HIGH
UniRef90_UPI001BA6963D	594.6	112.3	482.3	Ia	HIGH
UniRef90_UPI001BA74E73	527.8	104.8	423.0	Ia	HIGH
UniRef90_UPI001BA76CD0	535.6	97.5	438.1	Ia	HIGH
UniRef90_UPI001BA76FFC	553.0	99.2	453.8	Ia	HIGH
UniRef90_UPI001BA7FB0D	578.4	89.8	488.6	Ia	HIGH
UniRef90_UPI001BAA4A85	531.2	112.8	418.4	Ia	HIGH
UniRef90_UPI001BAAB3B9	543.7	115.4	428.3	Ia	HIGH
UniRef90_UPI001BACB535	466.8	91.7	375.1	Ia	HIGH
UniRef90_UPI001BADF205	575.5	82.3	493.2	Ia	HIGH
UniRef90_UPI001BAEBE62	442.7	67.0	375.7	Ia	HIGH
UniRef90_UPI001BAF13A1	414.0	59.8	354.2	Ia	HIGH
UniRef90_UPI001BB41FFC	525.1	89.8	435.3	Ia	HIGH
UniRef90_UPI001BCC2925	548.9	114.8	434.1	Ia	HIGH
UniRef90_UPI001BD26D7B	424.0	63.0	361.0	Ia	HIGH
UniRef90_UPI001BD33F5A	527.8	123.5	404.3	Ia	HIGH
UniRef90_UPI001BD42876	522.8	100.2	422.6	Ia	HIGH
UniRef90_UPI001BD58740	431.4	75.8	355.6	Ia	HIGH
UniRef90_UPI001BD9A641	469.7	128.2	341.5	Ia	HIGH
UniRef90_UPI001BDA3FAC	514.3	89.9	424.4	Ia	HIGH
UniRef90_UPI001BDA9365	558.9	102.6	456.3	Ia	HIGH
UniRef90_UPI001BDAE06D	535.8	99.2	436.6	Ia	HIGH
UniRef90_UPI001BDCB133	486.7	109.4	377.3	Ia	HIGH
UniRef90_UPI001BDDE719	514.1	94.0	420.1	Ia	HIGH
UniRef90_UPI001BE519A2	486.7	122.7	364.0	Ia	HIGH
UniRef90_UPI001BE8E9BF	488.6	116.9	371.7	Ia	HIGH
UniRef90_UPI001BFD2C8F	552.8	119.8	433.0	Ia	HIGH
UniRef90_UPI001C087203	569.1	98.2	470.9	Ia	HIGH
UniRef90_UPI001C090490	508.2	89.8	418.4	Ia	HIGH
UniRef90_UPI001C09EFEC	504.3	83.2	421.1	Ia	HIGH
