seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues
UniRef90_A0A381SU68	421	1	421	37	505	0.9002	2	1	Y	421
UniRef90_UPI0031DCF50A	421	2	397	17	507	0.9424	1	1	N	396
UniRef90_UPI0004676FF3	421	20	408	19	498	0.9213	1	1	N	389
UniRef90_UPI00036A675A	421	8	395	18	496	0.9194	1	1	N	388
UniRef90_UPI003F5DE38D	421	2	417	7	507	0.9616	1	1	N	416
UniRef90_UPI00366FB352	421	5	419	19	504	0.9328	1	1	N	415
UniRef90_UPI003428784C	421	2	420	17	504	0.9367	1	1	N	419
UniRef90_UPI0020CA574F	421	9	419	6	503	0.9559	1	1	N	411
UniRef90_UPI00344DB4A9	421	17	401	17	501	0.9309	1	1	N	385
UniRef90_A0A6G1H537	420	12	419	8	501	0.9482	1	1	N	408
UniRef90_A0A2U2J4I5	420	1	420	7	509	0.9655	1	1	N	420
UniRef90_F2RB76	420	28	420	16	501	0.9328	1	1	N	393
UniRef90_A0A1I6U712	414	19	412	15	496	0.9251	1	1	N	394
UniRef90_UPI0033BDB98F	420	11	418	19	497	0.9194	1	1	N	408
UniRef90_UPI001E5CBA21	420	16	419	32	452	0.8081	1	1	N	404
UniRef90_UPI0033FB0B51	420	9	415	12	503	0.9443	1	1	N	407
UniRef90_UPI00215AB08D	420	30	420	18	507	0.9405	1	1	N	391
UniRef90_UPI001908A9F0	420	1	415	18	504	0.9347	2	1	Y	415
UniRef90_A0A7W8B3N9	412	2	412	8	504	0.9539	1	1	N	411
UniRef90_A0A1R0H3J6	419	1	419	70	505	0.8369	2	1	Y	419
UniRef90_A0AAW1PZK7	419	1	415	44	508	0.8925	2	1	Y	415
UniRef90_A0A927L310	419	14	418	17	496	0.9213	1	1	N	405
UniRef90_A0ABS7QQK1	419	13	413	17	499	0.9271	1	1	N	401
UniRef90_A0ABU2H877	419	2	396	19	497	0.9194	1	1	N	395
UniRef90_A0A6H9YYL5	419	20	415	12	503	0.9443	1	1	N	396
UniRef90_UPI00371B22E9	419	31	416	12	497	0.9328	1	1	N	386
UniRef90_UPI00360C3242	419	1	418	7	508	0.9635	1	1	N	418
UniRef90_R1HT87	418	22	418	11	507	0.9539	1	1	N	397
UniRef90_A0A6M4WG42	417	21	417	11	504	0.9482	1	1	N	397
UniRef90_A0ABP7EWR1	398	1	379	18	496	0.9194	1	1	N	379
UniRef90_UPI00145E2037	418	10	418	19	499	0.9232	1	1	N	409
UniRef90_UPI0024751504	418	23	418	11	504	0.9482	1	1	N	396
UniRef90_UPI003EEF2604	418	20	407	13	461	0.8618	2	2	Y	384
UniRef90_UPI00325E4640	418	13	400	16	495	0.9213	1	1	N	388
UniRef90_A0A6A5U9J4	417	15	416	6	503	0.9559	1	1	N	402
UniRef90_A0A9P5A855	417	43	410	8	470	0.8887	1	1	N	368
UniRef90_A0ABP6NDN8	417	12	416	8	504	0.9539	1	1	N	405
UniRef90_A0A5J4LQW2	417	21	417	6	504	0.9578	1	1	N	397
UniRef90_A0A1H2LKC3	417	3	417	27	506	0.9213	1	1	N	415
UniRef90_A0A7H8XGE7	417	21	407	19	498	0.9213	1	1	N	387
UniRef90_A0A6H2EJD1	417	7	417	27	504	0.9175	1	1	N	411
UniRef90_A0A1X7GJN0	417	20	417	8	505	0.9559	1	1	N	398
UniRef90_UPI00344616F4	417	10	417	11	510	0.9597	1	1	N	408
UniRef90_UPI001044A83D	417	11	411	17	498	0.9251	1	1	N	401
UniRef90_UPI0033E06E42	417	9	417	7	504	0.9559	1	1	N	409
UniRef90_UPI003624EFA7	417	12	404	18	498	0.9232	1	1	N	393
UniRef90_UPI0037B974E8	417	12	417	8	504	0.9539	1	1	N	406
UniRef90_UPI0033236F28	417	21	416	10	496	0.9347	1	1	N	396
UniRef90_UPI0037011082	417	6	411	11	506	0.9520	1	1	N	406
UniRef90_UPI0033C5FA14	417	16	417	14	499	0.9328	1	1	N	402
UniRef90_A0A6A3A5L9	416	54	413	7	508	0.7121	3	1	Y	360
UniRef90_A0A9Q0NXU2	416	66	413	7	386	0.7294	2	1	Y	348
UniRef90_I1WE31	416	11	409	13	501	0.9386	1	1	N	399
UniRef90_A0A923FXR4	416	9	414	7	500	0.9482	1	1	N	406
UniRef90_A0ABP7H806	416	18	412	10	497	0.9367	1	1	N	395
UniRef90_A0A7H8TLR7	416	11	416	8	504	0.9539	1	1	N	406
UniRef90_A0ABW2JD55	416	12	409	17	504	0.9367	1	1	N	398
UniRef90_A0A9X2SNG8	416	11	414	14	507	0.9482	1	1	N	404
UniRef90_A0A8J3BSP4	416	32	415	18	496	0.9194	1	1	N	384
UniRef90_A0A1H5RGY1	416	22	408	18	495	0.9175	1	1	N	387
UniRef90_A0ABN0XNT8	416	11	415	8	503	0.9520	1	1	N	405
UniRef90_A0ABY5ALM5	416	4	416	26	505	0.9213	1	1	N	413
UniRef90_UPI00341E2A3B	416	18	410	14	496	0.9271	1	1	N	393
UniRef90_UPI0013F61D39	416	11	413	18	499	0.9251	1	1	N	403
UniRef90_A0ABS3XTB6	393	1	390	11	504	0.9482	1	1	N	390
UniRef90_UPI001CED4C3F	416	12	415	8	503	0.9520	1	1	N	404
UniRef90_UPI00378BFA6D	416	7	390	19	496	0.9175	1	1	N	384
UniRef90_UPI0035D53312	416	22	409	11	494	0.9290	1	1	N	388
UniRef90_UPI0037941DA6	416	8	391	18	497	0.9213	1	1	N	384
UniRef90_UPI00368C6A55	416	16	404	10	495	0.9328	1	1	N	389
UniRef90_UPI003D89C966	416	17	411	17	498	0.9251	1	1	N	395
UniRef90_UPI003868E57C	416	2	402	17	515	0.9578	1	1	N	401
UniRef90_D6MSW8	415	17	404	10	495	0.9328	1	1	N	388
UniRef90_A0A561ES57	415	23	414	8	496	0.9386	1	1	N	392
UniRef90_A0A4U0RYH1	415	17	411	12	504	0.9463	1	1	N	395
UniRef90_A0A6G5RF07	415	13	406	17	496	0.9213	1	1	N	394
UniRef90_A0ABY4MIQ8	415	8	415	12	503	0.9443	1	1	N	408
UniRef90_A0A1H2WBB0	415	9	415	7	507	0.9616	1	1	N	407
UniRef90_A0A918X653	415	25	411	18	495	0.9175	1	1	N	387
UniRef90_UPI00099E1A78	415	14	415	18	504	0.9347	1	1	N	402
UniRef90_UPI0027DCFD50	415	21	414	9	503	0.9501	1	1	N	394
UniRef90_UPI0035E18C91	415	14	413	19	504	0.9328	1	1	N	400
UniRef90_UPI0034E882A1	415	25	415	11	499	0.9386	1	1	N	391
UniRef90_A0A7T1TCZ2	412	4	412	18	502	0.9309	1	1	N	409
UniRef90_UPI002967696D	415	18	414	13	497	0.9309	1	1	N	397
UniRef90_UPI002547EF3C	415	10	397	8	509	0.9635	1	1	N	388
UniRef90_A0ABU2J9A9	414	5	403	11	504	0.9482	1	1	N	399
UniRef90_A0ABY6E9S5	414	18	404	11	497	0.9347	1	1	N	387
UniRef90_UPI00136EDBB0	414	17	412	18	504	0.9347	1	1	N	396
UniRef90_UPI00319F67D2	414	10	413	8	501	0.9482	1	1	N	404
UniRef90_UPI003800A0E7	414	9	395	18	496	0.9194	1	1	N	387
UniRef90_UPI003867D53B	414	16	412	17	504	0.9367	1	1	N	397
UniRef90_UPI0037FD6895	414	3	404	17	500	0.9290	1	1	N	402
UniRef90_A0A4R4XY84	408	8	407	17	505	0.9386	1	1	N	400
UniRef90_UPI000CA39D21	414	17	412	19	500	0.9251	1	1	N	396
UniRef90_A0A221P9E2	405	1	393	19	512	0.9482	1	1	N	393
UniRef90_UPI003D89C162	414	23	414	6	504	0.9578	1	1	N	392
UniRef90_UPI001B3157FA	414	4	414	11	504	0.9482	1	1	N	411
UniRef90_UPI000D14B6D9	414	13	410	21	511	0.9424	1	1	N	398
UniRef90_UPI0015EF000C	414	18	411	11	499	0.9386	1	1	N	394
UniRef90_UPI0022702AA9	414	2	398	8	504	0.9539	1	1	N	397
UniRef90_UPI00369186E5	414	25	413	19	506	0.9367	1	1	N	389
UniRef90_G0QN00	413	29	413	10	504	0.9501	1	1	N	385
UniRef90_A0A7U3UWZ3	413	7	411	18	507	0.9405	1	1	N	405
UniRef90_A4FL06	413	2	413	10	504	0.9501	1	1	N	412
UniRef90_A0ABT0I3T3	413	20	410	13	496	0.9290	1	1	N	391
UniRef90_A0A1W2FV94	413	28	413	15	497	0.9271	1	1	N	386
UniRef90_A0ABQ5PB10	413	6	411	17	496	0.9213	1	1	N	406
UniRef90_UPI0035114D5E	413	19	412	17	496	0.9213	1	1	N	394
UniRef90_UPI0027B9DB53	413	4	397	12	497	0.9328	1	1	N	394
UniRef90_A0A401VTY9	409	7	404	7	499	0.9463	1	1	N	398
UniRef90_UPI001F5168E0	413	1	411	12	504	0.9463	1	1	N	411
UniRef90_UPI0036643241	413	14	408	17	504	0.9367	1	1	N	395
UniRef90_UPI002E77257B	413	8	409	11	505	0.9501	1	1	N	402
UniRef90_UPI0036CF7BE6	413	23	411	9	496	0.9367	1	1	N	389
UniRef90_UPI003CFCAC8B	413	4	413	17	504	0.9367	1	1	N	410
UniRef90_UPI003714A3B3	413	25	413	19	507	0.9386	1	1	N	389
UniRef90_UPI003438BC09	413	30	412	19	505	0.9347	1	1	N	383
UniRef90_UPI002E2C1317	413	10	413	19	504	0.9328	1	1	N	404
UniRef90_UPI003792EF18	413	16	407	9	496	0.9367	1	1	N	392
UniRef90_A0AB39TA15	412	17	411	18	500	0.9271	1	1	N	395
UniRef90_A0A5B8JRJ8	412	9	399	20	497	0.9175	1	1	N	391
UniRef90_A0ABQ5R1A5	412	26	411	20	497	0.9175	1	1	N	386
UniRef90_A0A6N9UJK1	412	9	412	17	504	0.9367	1	1	N	404
UniRef90_H8G463	412	9	411	13	504	0.9443	1	1	N	403
UniRef90_A4C851	412	15	408	8	496	0.9386	1	1	N	394
UniRef90_A0A2T0LTA3	412	15	412	13	498	0.9328	1	1	N	398
UniRef90_A0A433ZTQ1	411	9	410	8	502	0.9501	1	1	N	402
UniRef90_A0A514JMC1	411	8	404	17	502	0.9328	1	1	N	397
UniRef90_UPI0039B76FC3	412	4	406	11	504	0.9482	1	1	N	403
UniRef90_UPI00097B3712	412	25	411	13	493	0.9232	1	1	N	387
UniRef90_UPI00105BB7D7	412	18	409	10	504	0.9501	1	1	N	392
UniRef90_UPI0036A51A7D	412	9	397	19	504	0.9328	1	1	N	389
UniRef90_UPI00099F2A97	412	16	401	10	493	0.9290	1	1	N	386
UniRef90_UPI0038FD1520	412	1	402	11	504	0.9482	1	1	N	402
UniRef90_UPI0018F5C708	412	8	403	8	498	0.9424	1	1	N	396
UniRef90_UPI00386424A4	412	19	410	11	496	0.9328	1	1	N	392
UniRef90_UPI003FCF5355	412	15	412	10	504	0.9501	1	1	N	398
UniRef90_UPI00341D2419	412	4	404	19	501	0.9271	1	1	N	401
UniRef90_UPI001568D3CD	412	31	410	27	499	0.9079	1	1	N	380
UniRef90_UPI000367B5EF	412	18	398	16	496	0.9232	1	1	N	381
UniRef90_UPI00039F9CA2	412	18	411	13	500	0.9367	1	1	N	394
UniRef90_A0A7J0E3H8	411	56	411	58	507	0.7486	2	1	N	356
UniRef90_A0A894JN83	411	17	411	17	503	0.9347	1	1	N	395
UniRef90_A0A7K3S7Z4	382	5	355	32	456	0.8157	1	1	N	351
UniRef90_A0ABS3XVD1	411	17	403	17	496	0.9213	1	1	N	387
UniRef90_A0ABR7L022	411	14	405	15	500	0.9328	1	1	N	392
UniRef90_A0A1C6RY73	411	11	407	13	503	0.9424	1	1	N	397
UniRef90_A0ABU2LID7	411	8	410	19	504	0.9328	1	1	N	403
UniRef90_A0A5E6PX73	411	9	408	6	501	0.9520	1	1	N	400
UniRef90_A0A372GFN5	411	10	411	10	504	0.9501	1	1	N	402
UniRef90_UPI0036A44496	411	7	411	7	504	0.9559	1	1	N	405
UniRef90_UPI002965D98E	411	13	411	30	503	0.9098	1	1	N	399
UniRef90_UPI0033EBAF6B	411	21	411	10	499	0.9405	1	1	N	391
UniRef90_UPI0024415084	411	6	402	19	497	0.9194	1	1	N	397
UniRef90_UPI001F479E51	411	28	410	15	496	0.9251	1	1	N	383
UniRef90_A0A1E7L4X4	398	17	397	19	503	0.9309	1	1	N	381
UniRef90_UPI001C22CC9D	411	2	395	15	494	0.9213	1	1	N	394
UniRef90_UPI00248CFB4C	411	25	408	11	496	0.9328	1	1	N	384
UniRef90_UPI001C2468A8	411	32	411	19	499	0.9232	1	1	N	380
UniRef90_UPI00131D518B	411	20	411	7	500	0.9482	1	1	N	392
UniRef90_UPI00246919AD	411	21	410	7	499	0.9463	1	1	N	390
UniRef90_UPI0036D210B0	411	21	406	13	502	0.9405	1	1	N	386
UniRef90_UPI00114EE19D	404	8	396	21	498	0.9175	1	1	N	389
UniRef90_UPI0027419F5E	411	20	410	13	504	0.9443	1	1	N	391
UniRef90_UPI00364E7D8D	411	8	404	17	504	0.9367	1	1	N	397
UniRef90_A0AAV4KTV0	410	6	405	17	514	0.9559	1	1	N	400
UniRef90_A0AAU9J3H2	410	12	408	8	505	0.9559	1	1	N	397
UniRef90_A0A0W8DEH0	410	2	395	7	510	0.9674	1	1	N	394
UniRef90_A0AAU2GVP1	410	1	409	4	504	0.9616	1	1	N	409
UniRef90_A0A8H9LJY6	410	23	409	14	496	0.9271	1	1	N	387
UniRef90_A0ABX2EW62	410	29	409	18	496	0.9194	1	1	N	381
UniRef90_A0ABQ2ZVK6	410	20	408	12	492	0.9232	1	1	N	389
UniRef90_A0A0F7VN33	410	2	404	17	505	0.9386	1	1	N	403
UniRef90_A0A1M4XLG8	410	22	408	12	496	0.9309	1	1	N	387
UniRef90_UPI00343C9EA4	410	11	408	15	501	0.9347	1	1	N	398
UniRef90_UPI002FF2744A	410	12	410	18	503	0.9328	1	1	N	399
UniRef90_UPI00037B30DE	410	28	409	13	498	0.9328	1	1	N	382
UniRef90_UPI00138724F3	392	20	392	12	486	0.9117	1	1	N	373
UniRef90_UPI00343C8ADB	410	7	409	8	502	0.9501	1	1	N	403
UniRef90_UPI0033C884BB	410	8	396	17	497	0.9232	1	1	N	389
UniRef90_A0A3B0BK87	392	5	390	15	496	0.9251	1	1	N	386
UniRef90_UPI00342B5251	410	14	402	17	496	0.9213	1	1	N	389
UniRef90_UPI00249C3A10	410	5	401	19	500	0.9251	1	1	N	397
UniRef90_UPI00107E723F	410	18	407	15	503	0.9386	1	1	N	390
UniRef90_UPI002E7FE5F4	410	3	410	19	504	0.9328	1	1	N	408
UniRef90_UPI0037D036C2	410	12	409	13	504	0.9443	1	1	N	398
UniRef90_UPI001E31A764	410	13	402	9	495	0.9347	1	1	N	390
UniRef90_A0A9P8IIR1	409	61	407	125	504	0.7294	1	1	N	347
UniRef90_A0A084GCS4	409	9	379	8	518	0.8426	2	1	N	371
UniRef90_A0AAU2A2P8	409	7	402	10	497	0.9367	1	1	N	396
UniRef90_A0ABS1VFC4	409	26	405	19	495	0.9155	1	1	N	380
UniRef90_A0ABV9CJX0	409	5	409	49	503	0.8733	2	1	Y	405
UniRef90_A0ABP6ZGM6	409	12	409	13	507	0.9501	1	1	N	398
UniRef90_A0ABZ2R3M2	409	39	409	33	503	0.9040	1	1	N	371
UniRef90_A0A833N583	409	11	409	8	504	0.9539	1	1	N	399
UniRef90_A0A1L4D0A4	409	9	409	6	502	0.9539	1	1	N	401
UniRef90_A0A495XJ78	409	19	403	10	498	0.9386	1	1	N	385
UniRef90_A0ABW6ITP8	409	9	397	35	507	0.9079	1	1	N	389
UniRef90_A0A495W0C7	409	18	405	10	496	0.9347	1	1	N	388
UniRef90_A0ABT6SP23	409	4	407	18	496	0.9194	1	1	N	404
UniRef90_A0A3G2JF67	409	3	401	16	496	0.9232	1	1	N	399
UniRef90_A0A1M7QF34	409	5	408	9	513	0.9693	1	1	N	404
UniRef90_A0A4P2VK44	409	10	408	7	503	0.9539	1	1	N	399
UniRef90_A0A075V3F8	399	4	399	19	499	0.9232	1	1	N	396
UniRef90_UPI003430E49A	409	2	394	14	497	0.9290	1	1	N	393
UniRef90_UPI00131E52C6	409	12	404	8	504	0.9539	1	1	N	393
UniRef90_UPI00397C7A6A	409	23	408	17	504	0.9367	1	1	N	386
UniRef90_UPI00379B15A7	409	13	409	17	507	0.9424	1	1	N	397
UniRef90_A0ABV4ZSX4	408	6	408	2	504	0.9655	1	1	N	403
UniRef90_A0A941IND3	398	1	393	17	498	0.9251	1	1	N	393
UniRef90_UPI001CE60004	409	24	408	19	497	0.9194	1	1	N	385
UniRef90_UPI002ED0D1B4	409	22	409	15	503	0.9386	1	1	N	388
UniRef90_A0A023J9D5	402	1	389	17	498	0.9251	1	1	N	389
UniRef90_UPI0033BEF3CC	409	10	409	11	504	0.9482	1	1	N	400
UniRef90_UPI00363ED117	409	25	406	20	495	0.9136	1	1	N	382
UniRef90_UPI003B9237F6	409	2	404	19	504	0.9328	1	1	N	403
UniRef90_UPI0037BD08CB	409	7	404	10	500	0.9424	1	1	N	398
UniRef90_A0ABQ8B7X4	408	48	401	7	507	0.7313	2	1	N	354
UniRef90_A0A4R4ZUA6	408	20	401	10	497	0.9367	1	1	N	382
UniRef90_A0ABS3V298	408	20	407	18	496	0.9194	1	1	N	388
UniRef90_A0ABV9SNW5	408	21	407	18	497	0.9213	1	1	N	387
UniRef90_A0ABW1F8Q5	408	16	408	14	499	0.9328	1	1	N	393
UniRef90_A0ABP6YRY9	408	23	407	17	497	0.9232	1	1	N	385
UniRef90_A0A917LDR0	408	14	404	9	495	0.9347	1	1	N	391
UniRef90_A0A369KU76	408	9	407	8	501	0.9482	1	1	N	399
UniRef90_A0A2M8LVG6	408	9	408	13	504	0.9443	1	1	N	400
UniRef90_A0A1B1M2F6	408	11	407	7	502	0.9520	1	1	N	397
UniRef90_A0ABQ5P355	408	5	408	18	500	0.9271	1	1	N	404
UniRef90_A0A1M7Q7I6	408	7	408	9	504	0.9520	1	1	N	402
UniRef90_A0ABT6T2L0	408	24	405	20	495	0.9136	1	1	N	382
UniRef90_A0A381PPZ0	408	1	408	49	505	0.8772	1	1	N	408
UniRef90_UPI003443F686	408	16	408	16	497	0.9251	1	1	N	393
UniRef90_UPI0035DCF98B	408	2	407	16	496	0.9232	1	1	N	406
UniRef90_UPI00341843FE	408	19	407	11	496	0.9328	1	1	N	389
UniRef90_UPI000B903944	408	29	403	7	507	0.7390	3	1	Y	375
UniRef90_UPI0034245976	408	13	408	13	498	0.9328	1	1	N	396
UniRef90_UPI0036702F81	408	19	406	15	493	0.9194	1	1	N	388
UniRef90_UPI003D8EEC5C	408	2	398	18	505	0.9367	1	1	N	397
UniRef90_UPI0036B5C4F1	408	1	400	15	496	0.9251	1	1	N	400
UniRef90_UPI00316ABF54	408	5	386	13	492	0.9213	1	1	N	382
UniRef90_UPI00054C4EBD	408	8	399	11	503	0.9463	1	1	N	392
UniRef90_UPI001EE76897	408	19	402	12	498	0.9347	1	1	N	384
UniRef90_UPI0033ACA7A4	408	6	404	17	506	0.9405	1	1	N	399
UniRef90_UPI003FA345B5	408	19	407	11	496	0.9328	1	1	N	389
UniRef90_UPI001590F00D	408	8	406	18	504	0.9347	1	1	N	399
UniRef90_UPI001CECF8D8	408	10	405	13	501	0.9386	1	1	N	396
UniRef90_UPI0038601770	408	15	407	13	498	0.9328	1	1	N	393
UniRef90_A0A7W7SCS4	407	19	406	10	496	0.9347	1	1	N	388
UniRef90_A0A101SVN5	407	13	394	16	492	0.9155	1	1	N	382
UniRef90_A0A4Y6U8S6	407	9	406	8	501	0.9482	1	1	N	398
UniRef90_A0A316EUY1	407	10	407	10	504	0.9501	1	1	N	398
UniRef90_F5XM11	407	18	405	28	503	0.9136	1	1	N	388
UniRef90_A0A5R9FKH1	407	7	400	18	496	0.9194	1	1	N	394
UniRef90_A0A543JQZ7	407	23	407	19	498	0.9213	1	1	N	385
UniRef90_A0A6F8Z0E0	407	10	405	13	501	0.9386	1	1	N	396
UniRef90_A0ABP6C9F6	407	26	407	21	497	0.9155	1	1	N	382
UniRef90_A0ABY5ZAQ1	407	16	407	11	504	0.9482	1	1	N	392
UniRef90_Q51789	400	5	390	20	495	0.9136	1	1	N	386
UniRef90_A0A2M8M1W1	407	21	407	15	503	0.9386	1	1	N	387
UniRef90_A0A4D4JCL7	407	19	405	12	494	0.9271	1	1	N	387
UniRef90_A0A8J3Q866	407	13	405	10	504	0.9501	1	1	N	393
UniRef90_A0A7W9NID9	407	12	406	17	508	0.9443	1	1	N	395
UniRef90_A0A7W9KCZ4	407	17	406	13	499	0.9347	1	1	N	390
UniRef90_A0A7W9KS83	407	15	405	15	497	0.9271	1	1	N	391
UniRef90_UPI00068F91FE	407	8	402	13	507	0.9501	1	1	N	395
UniRef90_UPI0037F59D97	407	22	404	19	496	0.9175	1	1	N	383
UniRef90_UPI0033FE8244	407	11	401	20	498	0.9194	1	1	N	391
UniRef90_UPI00381F53D1	407	17	406	17	496	0.9213	1	1	N	390
UniRef90_UPI0033EF9DAB	407	15	406	17	503	0.9347	1	1	N	392
UniRef90_UPI002F92322B	407	12	407	9	500	0.9443	1	1	N	396
UniRef90_UPI002E15E7DF	407	12	406	16	498	0.9271	1	1	N	395
UniRef90_UPI00191E9E68	407	7	407	20	506	0.9347	1	1	N	401
UniRef90_UPI0027E4F1BF	407	20	406	11	496	0.9328	1	1	N	387
UniRef90_UPI0036E826CE	407	22	407	13	499	0.9347	1	1	N	386
UniRef90_UPI0034328628	407	13	407	18	505	0.9367	1	1	N	395
UniRef90_UPI003D6B606E	407	18	405	12	496	0.9309	1	1	N	388
UniRef90_UPI001204CF10	407	43	407	108	513	0.7793	2	2	Y	363
UniRef90_UPI00389AF323	407	13	407	11	507	0.9539	1	1	N	395
UniRef90_UPI00248C5CC8	407	11	407	13	503	0.9424	1	1	N	397
UniRef90_UPI0036CF857A	407	5	384	18	497	0.9213	1	1	N	380
UniRef90_A0AAD5Y0T9	406	45	406	89	486	0.7639	2	1	Y	362
UniRef90_A0A1W2ER68	406	10	405	17	504	0.9367	1	1	N	396
UniRef90_A0A6M1L3X1	406	20	404	14	495	0.9251	1	1	N	385
UniRef90_A0ABU3JUY9	406	4	401	14	498	0.9309	1	1	N	398
UniRef90_A0A0F7VMF4	406	12	406	7	504	0.9559	1	1	N	395
UniRef90_A0A381WSS6	406	2	406	36	488	0.8695	2	1	Y	405
UniRef90_UPI002E22BDD4	406	8	406	7	503	0.9539	1	1	N	399
UniRef90_UPI003449A437	406	7	405	9	502	0.9482	1	1	N	399
UniRef90_UPI002948C213	406	19	405	14	497	0.9290	1	1	N	387
UniRef90_UPI0009A23214	406	18	405	18	496	0.9194	1	1	N	388
UniRef90_UPI0025AF353D	406	9	406	5	504	0.9597	1	1	N	398
UniRef90_UPI002E10D3E0	406	8	405	7	502	0.9520	1	1	N	398
UniRef90_UPI0033FAB76B	406	18	395	18	492	0.9117	1	1	N	378
UniRef90_UPI001C27B9F4	406	4	389	18	498	0.9232	1	1	N	386
UniRef90_UPI00068FCEEB	406	5	403	17	504	0.9367	1	1	N	399
UniRef90_UPI0034045AD5	406	18	406	13	497	0.9309	1	1	N	389
UniRef90_UPI0036BCAAAD	406	9	403	13	502	0.9405	1	1	N	395
UniRef90_UPI0034E2ABF1	406	1	406	14	507	0.9482	1	1	N	406
UniRef90_UPI00123A7668	406	2	405	14	504	0.9424	1	1	N	404
UniRef90_UPI0036A3A011	406	18	406	15	503	0.9386	1	1	N	389
UniRef90_A0A1R0L1T7	382	1	379	17	493	0.9155	1	1	N	379
UniRef90_UPI0036A09950	406	7	399	18	497	0.9213	1	1	N	393
UniRef90_UPI003C2D4563	406	5	404	17	511	0.9501	1	1	N	400
UniRef90_A0AAE4CNE7	387	1	387	13	500	0.9367	1	1	N	387
UniRef90_A0A433CXI3	405	5	358	8	393	0.7409	2	1	Y	354
UniRef90_A0A0L8MX99	405	22	404	17	496	0.9213	1	1	N	383
UniRef90_A0ABT0IFA4	405	8	404	19	504	0.9328	1	1	N	397
UniRef90_A0A852YZF9	405	20	404	15	496	0.9251	1	1	N	385
UniRef90_A0A223RUW8	405	21	404	17	496	0.9213	1	1	N	384
UniRef90_A0A5N6A361	405	19	404	17	496	0.9213	1	1	N	386
UniRef90_A0A917VGA9	405	6	398	17	497	0.9232	1	1	N	393
UniRef90_A0ABU2RYD6	405	20	404	17	496	0.9213	1	1	N	385
UniRef90_A0A561WBM5	405	16	405	8	504	0.9539	1	1	N	390
UniRef90_UPI00368D05D0	405	22	403	11	496	0.9328	1	1	N	382
UniRef90_UPI003207B9AE	405	4	399	21	504	0.9290	1	1	N	396
UniRef90_UPI00325CE948	405	13	403	13	496	0.9290	1	1	N	391
UniRef90_UPI0009A1B74F	405	22	404	14	496	0.9271	1	1	N	383
UniRef90_UPI0033CF560C	405	23	402	16	503	0.9367	1	1	N	380
UniRef90_UPI0007C8777D	405	14	403	17	496	0.9213	1	1	N	390
UniRef90_UPI00379E2FAB	405	3	386	21	497	0.9155	1	1	N	384
UniRef90_UPI00366585A1	405	10	400	28	505	0.9175	1	1	N	391
UniRef90_UPI003891A1F3	405	18	405	7	504	0.9559	1	1	N	388
UniRef90_UPI001E5506F4	405	6	401	11	504	0.9482	1	1	N	396
UniRef90_UPI0033A39967	405	13	404	14	499	0.9328	1	1	N	392
UniRef90_A0ABT1J7D9	404	9	403	2	496	0.9501	1	1	N	395
UniRef90_A0A9X2VHI6	404	12	398	18	496	0.9194	1	1	N	387
UniRef90_A0A5P2XFQ4	404	4	395	18	496	0.9194	1	1	N	392
UniRef90_A0A1C4XG78	404	12	403	3	499	0.9539	1	1	N	392
UniRef90_A0A6L6X430	404	28	404	26	497	0.9060	1	1	N	377
UniRef90_A0A1G8BHP7	404	8	400	9	497	0.9386	1	1	N	393
UniRef90_A0A193BY89	404	3	399	17	504	0.9367	1	1	N	397
UniRef90_A0A840NQJ1	404	10	403	8	505	0.9559	1	1	N	394
UniRef90_A0ABW5I0A5	404	19	401	13	493	0.9232	1	1	N	383
UniRef90_UPI0034521F4A	404	13	403	15	496	0.9251	1	1	N	391
UniRef90_UPI0038289501	404	20	403	18	496	0.9194	1	1	N	384
UniRef90_UPI00380EFEEA	404	5	388	20	496	0.9155	1	1	N	384
UniRef90_UPI001A9F7CBA	404	17	404	10	500	0.9424	1	1	N	388
UniRef90_UPI002FC132CB	404	3	403	8	506	0.9578	1	1	N	401
UniRef90_UPI0036A04682	404	3	403	12	504	0.9463	1	1	N	401
UniRef90_UPI001BE8A9BD	404	17	403	18	496	0.9194	1	1	N	387
UniRef90_UPI0035DE5595	404	22	404	15	497	0.9271	1	1	N	383
UniRef90_UPI001D164EDF	404	10	403	6	496	0.9424	1	1	N	394
UniRef90_UPI0037AC2C25	404	20	403	17	496	0.9213	1	1	N	384
UniRef90_UPI00288A78FE	404	4	404	15	504	0.9405	1	1	N	401
UniRef90_UPI001047814A	404	22	403	18	496	0.9194	1	1	N	382
UniRef90_UPI00184CA8B7	404	7	404	8	504	0.9539	1	1	N	398
UniRef90_UPI0004CA3F11	404	9	404	19	498	0.9213	1	1	N	396
UniRef90_A0A428Z0X8	396	6	396	17	501	0.9309	1	1	N	391
UniRef90_A0A2H1KLM7	394	3	392	13	497	0.9309	1	1	N	390
UniRef90_UPI0036BD5F52	404	17	404	10	499	0.9405	1	1	N	388
UniRef90_UPI0039BF9765	404	4	396	12	504	0.9463	1	1	N	393
UniRef90_A0A226F2B7	403	15	401	8	502	0.9501	1	1	N	387
UniRef90_A0A0M8QNC3	403	22	402	20	496	0.9155	1	1	N	381
UniRef90_A0A1I1FH00	403	16	400	14	496	0.9271	1	1	N	385
UniRef90_A0A7K0BZ52	403	7	401	17	497	0.9232	1	1	N	395
