seq_id	n_ext_len	n_ext_relaxed	n_ext_strict	insert_len	insert_relaxed	insert_strict	act_hmm_relaxed	act_hmm_strict	cm_hmm_relaxed	cm_hmm_strict	c_ext_len	c_ext_relaxed	c_ext_strict	c_residual_relaxed	c_residual_strict	trait_asr_priority
UniRef90_A0A2W5MRD7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_C7LYD2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A430KRA1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A5M3WTZ3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABZ2L994	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A2M8WRN1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A193LFS0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9W5VW01	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1Q5PJA4	10	1	0	1	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A918LNJ4	56	1	1	0	0	0	0	0	0	0	11	1	0	1	0	secondary_residual
UniRef90_A0ABU9TRP8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_E6W5P8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1H7V8Z8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3D8J5J7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_C7R4N0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J6A3Z4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7N181	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B0RY04	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J6W3P2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J6MSF5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7KG30	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00398FAE5C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0025468A5F	1	0	0	70	1	1	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001D0ED8E0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI000690DCFD	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_UPI002D80E724	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3S4SV04	4	0	0	4	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00375717ED	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003D4DFEBD	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0036B70559	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000E1F5DDF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00371916E6	59	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000F545A6A	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0M2V7R5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00254870E6	16	1	0	0	0	0	0	0	0	0	39	1	1	1	1	secondary_residual
UniRef90_UPI0033D66BA3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003524BC50	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000D10FFD4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00202CEDB8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A5N5D4Q2	29	1	1	0	0	0	0	0	0	0	25	1	1	1	1	secondary_residual
UniRef90_R4X9Y7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ACB7Z620	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_Q1D694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2S7UYI6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_D1BG05	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABU1T0K3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABU7UYX0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A3D8JAA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AB38YJY5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABS2WSP7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1F6H440	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A542ZVX6	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A369WWR6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2X0IV83	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABT7SBY8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8J7WSX0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8J7CMW2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3G9IH16	11	1	0	5	1	1	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9D2J5V8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0W0WNH5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1H1S9H3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8A4TT09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7M2YV08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7M1LF03	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A3D8IGE1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A316FVJ2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0ABQ0C7A0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J6HQB3	14	1	0	2	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7IHS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7SVG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J6DSZ1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1W1EIV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B1E798	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00082E949F	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000DCCCC64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0010AB8EF2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABV9DAQ8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003BA2A9AF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00097666A6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0013ECE4A0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003263BDEE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002E323C41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00339F0816	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0018F4DA58	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0019091F6C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001F2B0A7A	17	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI002F9501DC	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000E353489	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00078C4534	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI002E7BD80C	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0039E57254	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001B7CF93E	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000E30E9D5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1Y2FUX5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4P9ZVX6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A445GPF4	38	1	1	0	0	0	0	0	0	0	33	1	1	1	1	secondary_residual
UniRef90_A0A6J4I3C2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6S6SJ56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0S4XLV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0S4RRC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1A8TI93	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A063Y6B4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_D6Z546	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A917CLJ9	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A2S0VTR8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_M1PD76	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1Y6BZ58	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABS5S7U8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2S5KP47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2A9EB50	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2M9BDL0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABZ3H794	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_Q1JWX2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_F8KP56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A2T5MHY9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I6TBT1	0	0	0	0	0	0	0	0	0	0	14	1	0	1	0	secondary_residual
UniRef90_A0A5Q2RFS9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_M5R9W2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABP6QL59	6	0	0	3	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABY0V795	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0D8HM76	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABU3ICU2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1W2EIN8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2S9XDG5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABY8A5I3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_Q6AQ90	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABT8T8F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1W1BJV9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B0VFI4	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A3B0VGG2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1W1B975	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A381U6L9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A381R7R4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A381PV89	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000F5E8C03	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003CFACAFC	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0032C214AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4V2XLE8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000CF0BBE9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000E664EFB	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002E341364	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00015870B7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABU2NLM9	36	1	1	40	1	1	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABW1JBL0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0018F81D0A	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00339E55F4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0033665854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00399CECB7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001C854A23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000476D5FA	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A507C6U2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6A7C792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A811SQ36	107	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A444JEZ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAT9FIP1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_I5B2W0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A377GBY9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3N2DK17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4U7BED1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A545TVK6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6L5WIH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1M5WJ89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2A4T8G8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2K8KNI5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A930Y9P5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9X4MFN4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A840DHW7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AA48HWA3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0K1PRY4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2L1GP03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A915XJU7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I2HLK5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A368DN44	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A222MXB5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B0T9F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003D5CD9A1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0036C13598	4	0	0	0	0	0	0	0	0	0	36	1	1	1	1	secondary_residual
UniRef90_UPI00115ADC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0010674DF8	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001237C06E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0008395106	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003723B3C2	2	0	0	9	1	1	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002D5B9B5F	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0037204CD8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0022E9B775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0027379F27	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI003F70B452	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_UPI001157D56E	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AB34FRG0	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9W9RQU4	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAU7E691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAE7EAD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0W0R517	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A128EJP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABW1XJ08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_Q7M8S4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1H9MBB6	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0W0VMH8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7H9CI65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AA41X016	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABN8EEF5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABT4VFY4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0D8FY20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A369BT42	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0ABS2HSX7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2P8R2C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J5Z8X9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0033C4A1AF	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0033CDEF79	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00352C9BD7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0026DCFAED	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003529B38A	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003434B524	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003F4FFA30	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1L6MZH5	0	0	0	15	1	1	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002624D7AD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_W0BGW3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001C726F01	51	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001F23FA1E	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000BA51948	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0035684F88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00224FC997	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A0M0KD63	10	1	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_B9KCM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A542XVF2	21	1	0	0	0	0	0	0	0	0	24	1	0	1	0	secondary_residual
UniRef90_A0ABT7HLN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A935INS0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0AAW3ZV85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_K4KN19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1X9NDW6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4Q7NGW3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A518G3I5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1M6M7K1	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1F6GF53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A517N512	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4R7PBN9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7JSE2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1W1CG50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B0RMF3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J7RE43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABS4U1P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00295A7CDF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0015635A2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003EED114C	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000B9B887E	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0039836443	8	0	0	3	1	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ACB7CBL3	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1T2KUA0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1Q5PQX1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2N6CZC0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A6DPT1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
