seq_id	N_ext	alpha2beta3_insert	ACT_domain	CM_domain	C_tail	boundary_confidence
UniRef90_UPI00384C3DEA	1	0	0	0	0	high
UniRef90_UPI0036EAB063	1	0	0	0	0	medium
UniRef90_A0A2H4RBZ6	0	0	0	0	0	high
UniRef90_UPI003DA476A0	1	1	0	0	0	high
UniRef90_A0A6G1FXX0	0	0	0	0	0	high
UniRef90_A0AAF0ERL6	0	0	0	0	0	high
UniRef90_A0A0P0C585	1	0	0	0	0	medium
UniRef90_E0QRV5	0	0	0	0	0	high
UniRef90_A0A0U1HWX5	1	0	0	0	0	high
UniRef90_A0A495JTQ5	1	0	0	0	0	high
UniRef90_A0A6N7W8L4	0	0	0	0	1	medium
UniRef90_A0A1I7MKW3	1	0	0	0	0	medium
UniRef90_A0ABV8LTG5	1	0	0	0	0	high
UniRef90_A0ABY7UAJ0	1	0	0	0	0	high
UniRef90_A0A1G8JG65	1	0	0	0	0	medium
UniRef90_G9AJF7	0	0	0	0	0	high
UniRef90_A0ABT6M2L3	1	0	0	0	0	medium
UniRef90_A0A345UK12	1	0	0	0	0	medium
UniRef90_A0A2T0ZYE4	1	0	0	0	0	high
UniRef90_A0A6J7SD36	1	0	0	0	0	medium
UniRef90_UPI002D359EF7	1	0	0	0	0	medium
UniRef90_E7RXH0	0	0	0	0	0	high
UniRef90_A0A0N9IEE1	1	0	0	0	0	medium
UniRef90_UPI003BF1E85E	0	0	0	0	0	high
UniRef90_UPI000831B3CF	1	0	0	0	0	medium
UniRef90_A0A4R5Q4Z8	1	0	0	0	0	medium
UniRef90_A0ACC6PTU0	1	1	0	0	1	medium
UniRef90_UPI0024179EB3	1	0	0	0	0	high
UniRef90_A0A967EYA1	0	1	0	0	0	medium
UniRef90_A0AAV5AF38	0	0	0	0	1	medium
UniRef90_A0A507F619	0	0	0	0	0	high
UniRef90_A0A9N9BV92	0	0	0	0	0	high
UniRef90_A0ACC2U780	0	0	0	0	0	high
UniRef90_A0A8J5EVP0	1	0	0	0	1	high
UniRef90_A0A427AVR2	1	0	0	0	1	medium
UniRef90_A0A1L2ZLY9	1	0	0	0	0	high
UniRef90_A0A9W6MSW7	0	0	0	0	1	medium
UniRef90_A0A4R6Z2P1	1	0	0	0	0	medium
UniRef90_A0A4Q7UW07	1	0	0	0	0	medium
UniRef90_A0ABN2QLV5	1	0	0	0	0	medium
UniRef90_A0A5B7ZP36	1	0	0	0	0	medium
UniRef90_A0A6L9S9C9	1	0	0	0	0	medium
UniRef90_A0A810L474	1	0	0	0	0	high
UniRef90_A0A921SN22	1	0	0	0	0	medium
UniRef90_A0A4Q9KJU3	1	0	0	0	0	medium
UniRef90_A0A521G342	1	0	0	0	0	medium
UniRef90_A0A3N2D1M7	1	0	0	0	0	medium
UniRef90_A0A0M6YKW8	0	0	0	0	0	high
UniRef90_A0ABV7X7D1	1	0	0	0	0	medium
UniRef90_A0A1E2RWG5	0	1	0	0	1	medium
UniRef90_D8JZ44	0	0	0	0	0	high
UniRef90_A0ABP8JCN7	1	0	0	0	0	medium
UniRef90_A0ABP3KVC9	0	0	0	0	0	high
UniRef90_A0A839R1B2	1	0	0	0	0	medium
UniRef90_A0A0D6MKP0	1	0	0	0	0	medium
UniRef90_A0A240C110	1	0	0	0	0	high
UniRef90_A0ABV2Z3T2	0	1	0	0	1	medium
UniRef90_A0A316TQ58	1	0	0	0	0	medium
UniRef90_A0A484H8D2	0	0	0	0	0	high
UniRef90_A0A6C0KMJ6	1	0	0	0	0	medium
UniRef90_UPI003815DF5E	1	0	0	0	0	medium
UniRef90_UPI0009FE8DA5	0	0	0	0	1	medium
UniRef90_S2W1R0	0	0	0	0	0	high
UniRef90_UPI000372B03E	0	0	0	0	0	high
UniRef90_UPI00158FF671	0	0	0	0	0	high
UniRef90_UPI000DBE5745	1	0	0	0	0	medium
UniRef90_UPI001123DD84	1	0	0	0	0	high
UniRef90_UPI0030EF5757	1	0	0	0	0	medium
UniRef90_UPI000E2891D5	1	1	0	0	0	medium
UniRef90_UPI0027B915FB	0	1	0	0	0	high
UniRef90_UPI002E29090E	1	0	0	0	0	medium
UniRef90_UPI00068D4425	0	1	0	0	0	high
UniRef90_G4N683	0	0	0	0	0	high
UniRef90_A0A8H3IJC7	0	0	0	0	0	high
UniRef90_F0XDI8	0	0	0	0	0	high
UniRef90_A0ABR0DTH2	1	0	0	0	0	high
UniRef90_W7DVV7	1	0	0	0	0	medium
UniRef90_A0A679JJP5	0	0	0	0	0	high
UniRef90_A0A1G7DRR3	0	0	0	0	0	high
UniRef90_M2WD72	1	0	0	0	0	medium
UniRef90_A0A7S8C7W8	0	0	0	0	0	high
UniRef90_A0A109BE47	0	1	0	0	0	medium
UniRef90_A0ABS9KEP1	1	0	0	0	0	medium
UniRef90_A0ABX8D4P2	1	0	0	0	0	medium
UniRef90_A0A286HLA1	0	0	0	0	0	high
UniRef90_A0ABS7TBG1	1	0	0	0	0	medium
UniRef90_A0A150H794	1	0	0	0	0	medium
UniRef90_A0A8B2NE32	0	0	0	0	0	high
UniRef90_A0A4Q9VZ50	0	0	0	0	0	high
UniRef90_A0A2N9JIR1	0	0	0	0	0	high
UniRef90_A0A7J5BCV1	1	0	0	0	0	medium
UniRef90_A0A2N0VFQ5	1	0	0	0	0	medium
UniRef90_UPI0035CFD4C0	0	0	0	0	0	high
UniRef90_UPI00364FD9F0	0	1	0	0	0	high
UniRef90_UPI0036E9BF7D	1	0	0	0	0	medium
UniRef90_UPI002B061580	1	0	0	0	0	high
UniRef90_UPI003B82F632	1	0	0	0	0	medium
UniRef90_UPI00343589B7	1	0	0	0	0	medium
UniRef90_Q89NQ6	0	0	0	0	0	high
UniRef90_UPI0039C95931	1	0	0	0	0	medium
UniRef90_UPI001BE65330	1	0	0	0	0	medium
UniRef90_UPI0022B662AF	1	0	0	0	0	high
UniRef90_UPI00249CE6C9	1	0	0	0	0	high
UniRef90_UPI00078D5692	0	0	0	0	0	high
UniRef90_A0A3D9FDX5	0	0	0	0	0	high
UniRef90_UPI0018C53D93	0	0	0	0	0	high
UniRef90_UPI0032EF3A74	1	0	0	0	0	medium
UniRef90_UPI003795D9F1	0	0	0	0	1	medium
UniRef90_UPI0015C4E089	1	0	0	0	0	medium
UniRef90_UPI00368106D3	1	0	0	0	0	medium
UniRef90_A0A9P4MCH3	0	0	0	0	0	high
UniRef90_A0AAD1X4M3	1	0	0	0	0	medium
UniRef90_A0AAU7B1Q4	1	0	0	0	0	medium
UniRef90_A0ABP8VBQ2	0	0	0	0	1	medium
UniRef90_D6ZF19	1	0	0	0	0	medium
UniRef90_G4QGG1	1	0	0	0	0	medium
UniRef90_A0A1X6WVE6	1	0	0	0	0	medium
UniRef90_A0A1N7NJ62	1	0	0	0	0	medium
UniRef90_D6YBQ1	1	0	0	0	0	medium
UniRef90_A0A4R3MDN4	0	0	0	0	0	high
UniRef90_A0ABN2W4H6	1	0	0	0	0	medium
UniRef90_A0A239VQ27	0	0	0	0	0	high
UniRef90_A0A6C0K4M0	1	1	0	0	0	medium
UniRef90_UPI00243436E3	1	0	0	0	0	medium
UniRef90_UPI0003E8178D	0	1	0	0	0	medium
UniRef90_UPI00260BB5B4	1	0	0	0	0	medium
UniRef90_UPI000E19F1EC	0	0	0	0	0	high
UniRef90_A7HS34	0	0	0	0	0	high
UniRef90_UPI002225FA34	0	0	0	0	0	high
UniRef90_UPI000E9CE1C5	1	0	0	0	0	high
UniRef90_UPI003EB6FF94	0	0	0	0	0	high
UniRef90_UPI00365DA50C	1	0	0	0	0	high
UniRef90_UPI001E4182BB	0	0	0	0	0	high
UniRef90_A0ABQ2KLE3	1	1	0	0	0	medium
UniRef90_UPI003FD60CF4	0	0	0	0	1	medium
UniRef90_A0A2A8CX42	0	0	0	0	0	high
UniRef90_A0A6G7Y826	0	0	0	0	0	high
UniRef90_UPI00364F163A	1	0	0	0	0	high
UniRef90_UPI0037171FD6	0	0	0	0	0	high
UniRef90_A9ISS1	0	0	0	0	0	high
UniRef90_UPI0034211BC9	0	1	0	0	0	high
UniRef90_A0A0W4ZTE3	0	0	0	0	0	high
UniRef90_A0ABC8XZF9	1	0	0	0	0	medium
UniRef90_A0AAU7VBN5	0	0	0	0	1	medium
UniRef90_A0A212IWB2	0	0	0	0	0	high
UniRef90_A0A147EAA7	1	0	0	0	0	medium
UniRef90_I3TN01	0	0	0	0	0	high
UniRef90_D6ZHK9	0	0	0	0	0	high
UniRef90_A0ABT5YMN1	0	0	0	0	0	high
UniRef90_A0A1D8UUG2	0	0	0	0	0	high
UniRef90_A0A1N6THH8	1	0	0	0	0	medium
UniRef90_A0A8J3E5D9	0	0	0	0	0	high
UniRef90_A0A7H1MYR4	0	0	0	0	0	high
UniRef90_A0A564WCQ8	0	0	0	0	0	high
UniRef90_A0A1H1PKD9	0	0	0	0	0	high
UniRef90_D3QAM9	1	0	0	0	0	high
UniRef90_D1P0G4	1	0	0	0	0	high
UniRef90_A0A124IG15	1	0	0	0	0	medium
UniRef90_A0ABP9BDB3	1	0	0	0	0	medium
UniRef90_A0A1G7AXY7	0	0	0	0	0	high
UniRef90_A0A7T5UFF6	0	0	0	0	0	high
UniRef90_A0A377J3J6	0	0	0	0	0	high
UniRef90_B2GK00	1	0	0	0	0	medium
UniRef90_A0A8J2TZQ1	1	0	0	0	0	medium
UniRef90_A0A6J4JBV2	0	0	0	0	0	high
UniRef90_A0ABS6SE31	0	0	0	0	0	high
UniRef90_A0A8J3F8C1	1	0	0	0	0	high
UniRef90_A0A6N6JL49	0	0	0	0	0	high
UniRef90_A0ABP8IFR3	0	0	0	0	0	high
UniRef90_A0A411HMA3	1	0	0	0	0	medium
UniRef90_A0A0B2C0N8	0	0	0	0	0	high
UniRef90_A0A2S0MI07	1	0	0	0	0	medium
UniRef90_A0A6I4U6V9	0	0	0	0	1	medium
UniRef90_R4YVZ3	1	0	0	0	0	medium
UniRef90_A0A3B0SUJ0	0	1	0	0	0	medium
UniRef90_A0A6J6NWL3	1	0	0	0	0	medium
UniRef90_UPI00041275AE	0	0	0	0	0	high
UniRef90_A0A2K1PXU3	1	0	0	0	0	medium
UniRef90_UPI0022C9B085	1	0	0	0	0	medium
UniRef90_UPI00036F576E	1	0	0	0	0	medium
UniRef90_UPI000856A9B3	1	0	0	0	0	medium
UniRef90_UPI00343C38F7	0	1	0	0	0	high
UniRef90_UPI002BC151E0	0	0	0	0	0	high
UniRef90_UPI001F52C21B	1	0	0	0	0	medium
UniRef90_UPI00261FEF9F	1	0	0	0	1	medium
UniRef90_UPI000E673AEA	0	0	0	0	0	high
UniRef90_UPI00378ED048	0	0	0	0	0	high
UniRef90_A0A1G6GEG0	0	0	0	0	0	high
UniRef90_UPI003B4386F6	1	1	0	0	0	high
UniRef90_UPI003FD2B432	0	0	0	0	0	high
UniRef90_UPI003736D408	0	0	0	0	0	high
UniRef90_UPI00211C0979	1	0	0	0	0	medium
UniRef90_UPI00058B41A8	0	0	0	0	0	high
UniRef90_UPI00287BAA3A	0	0	0	0	0	high
UniRef90_UPI000D55B416	0	0	0	0	0	high
UniRef90_UPI0035DAB8E2	1	0	0	0	0	medium
UniRef90_A0A137PCX7	0	0	0	0	0	high
UniRef90_A0A5N6SMQ0	1	0	0	0	0	high
UniRef90_A0ABR2WBS5	0	0	0	0	0	high
UniRef90_A0A168DSX8	0	0	0	0	0	high
UniRef90_A0A839SQW1	0	1	0	0	0	medium
UniRef90_A0A8I0G9T6	0	0	0	0	0	high
UniRef90_A0ABV6P6P7	1	0	0	0	0	medium
UniRef90_B8ELB1	0	0	0	0	0	high
UniRef90_A0ABW8BK41	0	0	0	0	0	high
UniRef90_E3I7Y4	0	0	0	0	0	high
UniRef90_A0A2L2BQJ3	1	0	0	0	0	medium
UniRef90_A0A545TU56	0	0	0	0	0	high
UniRef90_A0A2S6IM66	0	0	0	0	0	high
UniRef90_G2KPR6	0	0	0	0	0	high
UniRef90_A0A318NDT6	0	0	0	0	0	high
UniRef90_A0A956SEC3	1	0	0	0	0	medium
UniRef90_A0LTJ7	0	0	0	0	0	high
UniRef90_A4X3R0	1	0	0	0	0	medium
UniRef90_A0A5M6IPA4	0	0	0	0	0	high
UniRef90_A0ABT1PGM1	1	0	0	0	0	medium
UniRef90_A0ABU1ZY38	1	0	0	0	0	medium
UniRef90_A0A8G2BGX8	0	0	0	0	0	high
UniRef90_A0A2I1PAL9	1	0	0	0	0	medium
UniRef90_A0ABV9G6H1	0	0	0	0	1	medium
UniRef90_A0ABP7EVY6	1	1	0	0	0	medium
UniRef90_A0A0M2R7Q5	0	0	0	0	0	high
UniRef90_A0A9J7ARX9	0	0	0	0	0	high
UniRef90_A0ABV8UKR0	0	0	0	0	0	high
UniRef90_A0A2W7K179	0	0	0	0	0	high
UniRef90_A0A2A9EHZ5	1	0	0	0	0	medium
UniRef90_A0A542Y2E5	1	0	0	0	0	medium
UniRef90_UPI001941CCF7	0	0	0	0	0	high
UniRef90_A0A7C9GMI0	0	0	0	0	0	high
UniRef90_UPI00351A39C5	1	0	0	0	0	medium
UniRef90_UPI002D5AAB0D	0	0	0	0	0	high
UniRef90_UPI003D0DE141	0	0	0	0	0	high
UniRef90_UPI0024778167	0	0	0	0	0	high
UniRef90_UPI00371DEAA8	1	0	0	0	0	medium
UniRef90_UPI0003538ECB	1	0	0	0	0	medium
UniRef90_UPI000EB4E012	0	0	0	0	0	high
UniRef90_UPI000BB706A1	0	0	0	0	0	high
UniRef90_UPI0025C70D32	1	0	0	0	0	medium
UniRef90_UPI000E2F173B	0	0	0	0	0	high
UniRef90_UPI003796374E	0	1	0	0	0	medium
UniRef90_UPI00196BA677	1	0	0	0	0	medium
UniRef90_UPI000823A708	1	0	0	0	0	medium
UniRef90_UPI0033AC9C70	1	1	0	0	0	medium
UniRef90_A0A2P2EBE9	0	0	0	0	0	high
UniRef90_UPI003A8B3DA1	0	0	0	0	0	high
UniRef90_UPI00121E4CE9	0	0	0	0	0	high
UniRef90_UPI0015DDD3C9	1	0	0	0	0	high
UniRef90_UPI00366153F3	1	0	0	0	0	medium
UniRef90_UPI001253521D	0	0	0	0	0	high
UniRef90_A0A9P4MY39	0	0	0	0	0	high
UniRef90_A0A7S4UUU4	1	0	0	0	0	high
UniRef90_A0A0P7XAM0	0	0	0	0	0	high
UniRef90_A0A934QKS8	0	0	0	0	0	high
UniRef90_A0A291Q2H4	0	0	0	0	0	high
UniRef90_A0A5D4JM26	1	0	0	0	0	medium
UniRef90_A0A8J7GMG3	1	0	0	0	0	medium
UniRef90_A0A1I1XFJ9	1	0	0	0	0	medium
UniRef90_A0A918XWI9	0	0	0	0	0	high
UniRef90_M2Y3M2	0	0	0	0	0	high
UniRef90_K4QXR3	0	0	0	0	0	high
UniRef90_W9H7E3	0	0	0	0	0	high
UniRef90_A0A264VMM6	1	0	0	0	0	high
UniRef90_A0ABV7VJY3	0	0	0	0	0	high
UniRef90_A0A4R7CCH4	0	0	0	0	0	high
UniRef90_A0A2W5FLT9	0	0	0	0	0	high
UniRef90_A0A327L3G9	0	0	0	0	0	high
UniRef90_A0A5A7N9U6	0	0	0	0	0	high
UniRef90_A0A936Z7S9	0	0	0	0	0	high
UniRef90_A0A5D8ZAG0	1	1	0	0	0	medium
UniRef90_A0A4Y6UK84	1	0	0	0	0	medium
UniRef90_A0A1H2THZ8	0	0	0	0	0	high
UniRef90_A0A3M0FWD8	1	0	0	0	0	high
UniRef90_A0ABV9H5S1	0	0	0	0	0	high
UniRef90_A0A0K1R9F1	1	0	0	0	0	medium
UniRef90_A0A9X1Y6W2	0	0	0	0	0	high
UniRef90_A0ABV9R0A8	1	0	0	0	0	medium
UniRef90_A0A0S3PYW9	0	0	0	0	0	high
UniRef90_A0AAP6MMH7	1	0	0	0	0	medium
UniRef90_A0A1E3H2P4	0	0	0	0	0	high
UniRef90_A0A1G7QSA9	0	0	0	0	0	high
UniRef90_A0A2A9CV86	0	0	0	0	0	high
UniRef90_A0A345ZUM8	0	0	0	0	0	high
UniRef90_A0A4R3J411	0	0	0	0	0	high
UniRef90_A0A916RDQ4	0	0	0	0	0	high
UniRef90_A0A2V3TUB9	0	0	0	0	0	high
UniRef90_A0AAW9R2R6	1	0	0	0	0	medium
UniRef90_A0A7Z0D503	1	0	0	0	0	medium
UniRef90_A0A6J6NQ92	1	0	0	0	0	medium
UniRef90_UPI001CF10209	1	0	0	0	0	medium
UniRef90_UPI0030B01773	1	0	0	0	0	medium
UniRef90_UPI002D5DF436	1	0	0	0	0	medium
UniRef90_UPI00325A93CC	0	0	0	0	0	high
UniRef90_UPI00391718EB	0	0	0	0	0	high
UniRef90_A0A934WJN9	0	0	0	0	0	high
UniRef90_UPI0023096CB5	0	0	0	0	0	high
UniRef90_UPI00079C9BC7	1	0	0	0	0	medium
UniRef90_UPI001F03A9B6	1	0	0	0	0	medium
UniRef90_UPI001F231909	1	1	0	0	0	medium
UniRef90_A0A395LGJ1	0	0	0	0	0	high
UniRef90_A0A3M9MFV5	0	0	0	0	0	high
UniRef90_A0A7Y0HFI6	0	0	0	0	0	high
UniRef90_UPI0024B9AC31	1	0	0	0	0	medium
UniRef90_UPI0037543CD3	1	0	0	0	0	medium
UniRef90_UPI003A522406	0	0	0	0	0	high
UniRef90_UPI000C507B70	0	0	0	0	0	high
UniRef90_UPI003784E83B	0	1	0	0	0	medium
UniRef90_UPI00324DBBF9	0	0	0	0	0	high
UniRef90_A0A068S4Z7	0	0	0	0	0	high
UniRef90_A0A9W8K125	1	1	0	0	1	medium
UniRef90_H9TE89	1	0	0	0	0	high
UniRef90_A0AA90PTV9	0	0	0	0	0	high
UniRef90_A0A0K8QNS8	1	0	0	0	0	medium
UniRef90_A0A7W6CV81	0	0	0	0	0	high
UniRef90_A0A099CUR4	1	0	0	0	0	medium
UniRef90_A0A4S3KWT3	1	0	0	0	0	medium
UniRef90_A0A4D7QKU5	0	0	0	0	0	high
UniRef90_A0A1Y2L9A1	0	0	0	0	0	high
UniRef90_A0ABP9FLM7	0	0	0	0	0	high
UniRef90_A0ABT3QBH1	0	0	0	0	0	high
UniRef90_A0A2S9QFT7	0	0	0	0	0	high
UniRef90_A0A1G9L0K0	0	0	0	0	0	high
UniRef90_A0A660L9X0	1	0	0	0	0	medium
UniRef90_A0A512DB46	1	0	0	0	0	medium
UniRef90_A0A7W5Z130	0	0	0	0	0	high
UniRef90_A0A6P1NEM2	1	0	0	0	0	medium
UniRef90_A0A3N1M1S2	0	1	0	0	0	medium
UniRef90_A0A895XMI5	1	0	0	0	0	medium
UniRef90_A0ABT2JLW6	1	0	0	0	0	medium
UniRef90_A0AAE3VQ29	0	0	0	0	0	high
UniRef90_A0A7J5B577	1	0	0	0	0	medium
UniRef90_A0A285TQ93	0	0	0	0	0	high
UniRef90_A0A250I8F8	1	0	0	0	0	medium
UniRef90_A0ABU7LT78	0	0	0	0	0	high
UniRef90_A0A8J2VR62	0	0	0	0	0	high
UniRef90_Q2RWK8	0	0	0	0	0	high
UniRef90_A0ABT3NSN8	0	0	0	0	0	high
UniRef90_A0A1G6YU81	1	0	0	0	0	medium
UniRef90_A0A2M9FZM5	0	0	0	0	0	high
UniRef90_A0A5E3ZYV3	1	0	0	0	0	medium
UniRef90_UPI001D1921DC	0	0	0	0	0	high
UniRef90_UPI0024796E99	0	0	0	0	0	high
UniRef90_UPI00333FD364	0	0	0	0	0	high
UniRef90_A0ABQ0NZ29	0	0	0	0	0	high
UniRef90_UPI0031456E42	0	0	0	0	0	high
UniRef90_UPI0035B13EC0	0	0	0	0	0	high
UniRef90_A0A5N0TBL2	0	0	0	0	0	high
UniRef90_UPI003D460324	0	0	0	0	0	high
UniRef90_UPI00369D2D69	0	0	0	0	0	high
UniRef90_UPI001463D2C4	1	0	0	0	0	medium
UniRef90_A0A2A2GAP3	1	0	0	0	0	medium
UniRef90_UPI003D7613F2	1	0	0	0	0	medium
UniRef90_UPI003D73396C	1	0	0	0	1	high
UniRef90_UPI004046A880	0	0	0	0	0	high
UniRef90_UPI00223B7355	0	0	0	0	0	high
UniRef90_UPI00136E85CC	1	0	0	0	0	medium
UniRef90_UPI0034269F05	1	0	0	0	0	medium
UniRef90_UPI00141E79A6	1	1	0	0	0	medium
UniRef90_UPI0037F941D5	1	0	0	0	0	medium
UniRef90_UPI0037AA04D5	1	0	0	0	0	medium
UniRef90_UPI0038FC3113	0	0	0	0	0	high
UniRef90_UPI002380EB5E	0	0	0	0	0	high
UniRef90_UPI00144AB21C	1	0	0	0	0	medium
UniRef90_UPI002B31E461	0	0	0	0	0	high
UniRef90_A0A1Y1V8F4	0	0	0	0	0	high
UniRef90_A0A2P6N0G9	0	0	0	0	0	high
UniRef90_A0A1I4U890	0	0	0	0	0	high
UniRef90_A0A1Y5T618	0	0	0	0	0	high
UniRef90_A0A1H9CVV7	0	0	0	0	0	high
UniRef90_A0A944GRY8	0	1	0	0	0	medium
UniRef90_A0A327JVH1	0	0	0	0	0	high
UniRef90_A0ABV0BHN5	0	0	0	0	0	high
UniRef90_A0A3S3UMD7	0	0	0	0	0	high
UniRef90_A0ABV8TEI7	0	1	0	0	0	high
UniRef90_A0ABX8WRV4	1	1	0	0	0	medium
UniRef90_A0A4R2LBE7	0	0	0	0	0	high
UniRef90_K2JI29	0	1	0	0	0	high
UniRef90_A0A975U0G2	0	0	0	0	0	high
UniRef90_A0A286GF17	0	1	0	0	0	high
UniRef90_A0A1G5MML6	0	0	0	0	0	high
UniRef90_A0A2N3YFH7	1	0	0	0	0	medium
UniRef90_A0A077MDC2	1	0	0	0	0	high
UniRef90_A0A1W6MXN9	0	0	0	0	0	high
UniRef90_A0A3D9HWZ0	0	0	0	0	0	high
UniRef90_A0ABN0Y4F3	0	0	0	0	0	high
UniRef90_A0AAW9RHC9	1	0	0	0	0	medium
UniRef90_A0A540WQT7	0	1	0	0	0	medium
UniRef90_F8JQL1	1	1	0	0	0	medium
UniRef90_A0ABZ3FUD4	0	0	0	0	0	high
UniRef90_A0A397PDI4	0	0	0	0	0	high
UniRef90_A0ABV6C414	0	0	0	0	0	high
UniRef90_A0A852X619	1	0	0	0	0	medium
UniRef90_A0A3M2L7X3	1	0	0	0	0	medium
UniRef90_A0A6M2BNC2	1	0	0	0	0	medium
UniRef90_A0A239PL53	0	0	0	0	0	high
UniRef90_A0A345HY49	1	1	0	0	0	medium
UniRef90_A0A3A3Z3A5	1	0	0	0	0	medium
UniRef90_A0ABV7WIP2	1	0	0	0	0	medium
UniRef90_A0A8J7S6F4	0	0	0	0	0	high
UniRef90_D7B1Z7	0	0	0	0	0	high
UniRef90_UPI00068FF201	1	0	0	0	0	medium
UniRef90_UPI0029342114	0	0	0	0	0	high
UniRef90_UPI0036A3B648	0	0	0	0	0	high
UniRef90_UPI000570D011	0	0	0	0	0	high
UniRef90_UPI00132FCBF5	0	0	0	0	0	high
UniRef90_UPI002F4076B6	0	0	0	0	0	high
UniRef90_UPI002231E3F0	1	0	0	0	0	high
UniRef90_UPI001E54442D	1	0	0	0	0	medium
UniRef90_UPI003C04E0BF	0	1	0	0	0	medium
UniRef90_UPI0012BCDAC5	0	0	0	0	0	high
UniRef90_UPI00274107BB	0	0	0	0	0	high
UniRef90_A0A1L9B9F8	0	0	0	0	0	high
UniRef90_UPI000970DD83	0	0	0	0	0	high
UniRef90_UPI0033CB16C5	1	1	0	0	0	medium
UniRef90_UPI0005B8DD49	0	0	0	0	0	high
UniRef90_A0A2D2CZ84	0	0	0	0	0	high
UniRef90_UPI003426B0F7	1	0	0	0	0	medium
UniRef90_UPI0026E216B3	0	1	0	0	0	medium
UniRef90_UPI00223BBE25	0	0	0	0	0	high
UniRef90_UPI00364EF161	0	0	0	0	0	high
UniRef90_UPI00343B4E6E	1	0	0	0	0	medium
UniRef90_UPI000839465F	1	0	0	0	0	medium
UniRef90_UPI000B4BA046	0	0	0	0	0	high
UniRef90_UPI002577935E	0	0	0	0	0	high
UniRef90_UPI0031DB597E	0	0	0	0	0	high
UniRef90_A0A1B0Z2C6	0	0	0	0	0	high
UniRef90_A0A6J4L635	0	0	0	0	0	high
UniRef90_A0A8J2V225	0	0	0	0	0	high
UniRef90_A0A347W583	1	0	0	0	0	medium
UniRef90_A0A1S8GQF6	0	0	0	0	0	high
UniRef90_A0A399RDP9	0	0	0	0	0	high
UniRef90_A0A501PAD0	0	0	0	0	0	high
UniRef90_A0A318D7T5	0	0	0	0	0	high
UniRef90_A0A845M8D1	0	0	0	0	0	high
UniRef90_A0A1T4P648	0	0	0	0	0	high
UniRef90_A0A1B1AMS7	0	0	0	0	0	high
UniRef90_C7R775	0	0	0	0	0	high
UniRef90_A0A940MZ91	0	0	0	0	0	high
UniRef90_A0ABT0VRH5	0	1	0	0	0	high
UniRef90_A0A4P9VRI8	0	0	0	0	0	high
UniRef90_A0A6N8DLD7	0	0	0	0	0	high
UniRef90_A0ABW3FGA0	0	0	0	0	0	high
UniRef90_A0A096AF71	1	0	0	0	0	medium
UniRef90_Q4FLI5	0	0	0	0	0	high
UniRef90_A0A2R4MGA7	0	0	0	0	0	high
UniRef90_D0LHN9	0	0	0	0	0	high
UniRef90_A0ABQ6LI10	0	0	0	0	0	high
UniRef90_A0A1M7SAN5	0	0	0	0	0	high
UniRef90_A0A437MP92	0	0	0	0	0	high
UniRef90_A0A7S7NTQ1	1	0	0	0	0	medium
UniRef90_A0A1Y2KVP1	0	0	0	0	0	high
UniRef90_A0A212T4B1	1	0	0	0	0	medium
UniRef90_A0A7W2QKL9	0	0	0	0	0	high
UniRef90_A0A9X3TXQ9	0	0	0	0	0	high
UniRef90_A0A239GGC9	0	0	0	0	0	high
UniRef90_D5BRM8	0	0	0	0	0	high
UniRef90_A0A346XXF0	0	0	0	0	0	high
UniRef90_A0A316GP74	0	0	0	0	0	high
UniRef90_A0A1G9H3W3	0	0	0	0	0	high
UniRef90_A0A545TA33	0	0	0	0	0	high
UniRef90_A0A844YWK8	0	0	0	0	0	high
UniRef90_A0ABU5R2A2	1	0	0	0	0	medium
UniRef90_A0A3B0U9B0	0	0	0	0	0	high
UniRef90_A0A381T8D4	0	0	0	0	0	high
UniRef90_A0A382BT10	0	0	0	0	0	high
UniRef90_UPI0025C25D20	1	1	0	0	0	medium
UniRef90_UPI0020B12DDA	0	0	0	0	0	high
UniRef90_UPI0033F1249A	0	0	0	0	1	high
UniRef90_UPI00097C7B03	0	1	0	0	0	medium
UniRef90_UPI003C7EC753	0	0	0	0	0	high
UniRef90_UPI003A8B0617	0	0	0	0	0	high
UniRef90_UPI0031FE571C	0	0	0	0	0	high
UniRef90_UPI00104376C3	0	0	0	0	0	high
UniRef90_UPI0018F63EE2	0	0	0	0	0	high
UniRef90_UPI0034A0D77D	0	1	0	0	0	medium
UniRef90_UPI003449BED5	1	0	0	0	0	medium
UniRef90_UPI000419808E	0	0	0	0	0	high
UniRef90_UPI001F45FB4B	0	0	0	0	0	high
UniRef90_UPI002CB3B260	1	0	0	0	0	medium
UniRef90_UPI0015967720	0	1	0	0	0	medium
UniRef90_UPI0025CD6784	0	0	0	0	0	high
UniRef90_UPI0018F4B4AC	0	0	0	0	0	high
UniRef90_UPI003394EA9A	0	1	0	0	0	medium
UniRef90_UPI00382370C1	1	0	0	0	0	medium
UniRef90_A0A1K2HUM0	0	0	0	0	0	high
UniRef90_UPI003D0F26A0	0	0	0	0	0	high
UniRef90_UPI003D32EA0F	0	0	0	0	0	high
UniRef90_UPI0023814010	1	0	0	0	0	medium
UniRef90_UPI00115F40EC	0	0	0	0	0	high
UniRef90_A0A1B1U3R8	0	0	0	0	0	high
UniRef90_UPI0003A52612	0	0	0	0	0	high
UniRef90_M2Q8M6	0	0	0	0	1	medium
UniRef90_UPI003D27138B	0	0	0	0	0	high
